# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCF_004005485.1_ASM400548v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_RZUL01000010.1 Sphingobium algorifonticola strain TLA-22 NODE_10_length_47719_cov_88, whole genome shotgun sequence [33 total records]
GCF_033956045.1_ASM3395604v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP138853.1 Qipengyuania profunda strain HL-TH5 chromosome, complete genome [2 total records]
GCF_001008165.2_ASM100816v2_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP011452.2 Croceibacterium atlanticum strain 26DY36 chromosome, complete genome [2 total records]
GCF_026157185.1_ASM2615718v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NZ_JANPVP010000001.1 Sphingomicrobium lutaoense strain DSM 24194 NODE_1_length_1612694_cov_320.240225, whole genome shotgun sequence [2 total records]
GCF_015529805.1_ASM1552980v1_genomic.fna	5	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	NZ_CP064654.1 Qipengyuania soli strain 6D36 chromosome [1 total record]
GCF_018417475.1_ASM1841747v1_genomic.fna	6	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0	NZ_CP054856.1 Novosphingobium decolorationis strain 502str22 chromosome, complete genome [2 total records]
GCF_009827445.1_ASM982744v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_WTYI01000001.1 Qipengyuania aquimaris strain JCM 12189 NODE_1_length_2662510, whole genome shotgun sequence [1 total record]
GCF_900177715.1_IMG-taxon_2718218510_annotated_assembly_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_FXWG01000005.1 Altererythrobacter xiamenensis strain CGMCC 1.12494, whole genome shotgun sequence [5 total records]
GCF_032852305.1_ASM3285230v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP136594.1 Alterisphingorhabdus coralli strain SCSIO 66989 chromosome, complete genome [2 total records]
GCF_003431825.1_ASM343182v1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NZ_CP020083.1 Blastomonas fulva strain T2 chromosome, complete genome [2 total records]
GCF_023516455.1_ASM2351645v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMGBA010000001.1 Sphingomonas caseinilyticus strain NSE70-1 1, whole genome shotgun sequence [5 total records]
GCF_003605195.1_ASM360519v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QYOS01000016.1 Aurantiacibacter odishensis strain KCTC 23981 KCTC23981_10_54888, whole genome shotgun sequence [25 total records]
GCF_014196595.1_ASM1419659v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JACIEA010000001.1 Sphingorhabdus rigui strain DSM 29050 Ga0373249_01, whole genome shotgun sequence [8 total records]
GCF_014197135.1_ASM1419713v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JACIFA010000001.1 Sphingomonas zeae strain DSM 100049 Ga0373351_01, whole genome shotgun sequence [44 total records]
GCF_003660445.1_ASM366044v1_genomic.fna	5	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	NZ_QZVQ01000001.1 Croceibacterium ferulae strain SX2RGS8 contig001, whole genome shotgun sequence [32 total records]
GCF_037076535.1_ASM3707653v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_AP029021.1 Novosphingobium olei strain DW067 chromosome, complete genome [1 total record]
GCF_040813635.1_ASM4081363v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JBFNXR010000001.1 Novosphingobium rhizovicinum strain M1R2S20 14, whole genome shotgun sequence [54 total records]
GCF_017498565.1_ASM1749856v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP071794.1 Parasphingorhabdus cellanae strain JHSY0214 chromosome, complete genome [1 total record]
GCF_000722875.1_Schl_MUMv1_genomic.fna	6	0	0	0	1	0	0	1	0	0	0	3	0	0	1	0	0	NZ_JFHR01000001.1 Sphingobium chlorophenolicum strain NBRC 16172 contig000001, whole genome shotgun sequence [121 total records]
GCF_000803645.1_ASM80364v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_CP009122.1 Sphingopyxis fribergensis strain Kp5.2 chromosome, complete genome [2 total records]
GCF_007004095.1_ASM700409v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_VHJK01000001.1 Erythrobacter insulae strain JBTF-M21 contig1, whole genome shotgun sequence [2 total records]
GCF_019429535.1_ASM1942953v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAHXZM010000010.1 Sphingomonas citricola strain RHCKR47 NODE_10_length_50292_cov_108.383096, whole genome shotgun sequence [11 total records]
GCF_002351485.1_ASM235148v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	NZ_NWMW01000001.1 Sphingomonas spermidinifaciens strain 9NM-10 contig1, whole genome shotgun sequence [5 total records]
GCF_014199625.1_ASM1419962v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JACHNY010000001.1 Sphingomonas abaci strain DSM 15867 Ga0373314_01, whole genome shotgun sequence [42 total records]
GCF_031846435.1_ASM3184643v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAVRHS010000001.1 Croceicoccus esteveae strain F390 1, whole genome shotgun sequence [27 total records]
GCF_026168555.2_ASM2616855v2_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP092471.1 Qipengyuania spongiae strain PHS-Z21 chromosome, complete genome [2 total records]
GCF_014197035.1_ASM1419703v1_genomic.fna	6	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	NZ_JACIEU010000001.1 Sphingobium scionense strain DSM 19371 Ga0373320_001, whole genome shotgun sequence [102 total records]
GCF_011044255.1_ASM1104425v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	NZ_CP049107.1 Rhizorhabdus phycosphaerae strain MK52 chromosome, complete genome [1 total record]
GCF_014199255.1_ASM1419925v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	NZ_JACIJF010000001.1 Sphingomonas xinjiangensis strain DSM 26736 Ga0373338_01, whole genome shotgun sequence [64 total records]
GCF_001046645.1_S.czeLL01_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NZ_KQ130434.1 Sphingobium cupriresistens LL01 25410_scaffold_01, whole genome shotgun sequence [18 total records]
GCF_003171655.1_ASM317165v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_QFZL01000010.1 Sphingosinithalassobacter portus strain FM6 Scaffold10_1, whole genome shotgun sequence [17 total records]
GCF_004796535.1_ASM479653v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_SPHY01000001.1 Sphingomonas flavalba strain ZLT-5 Scaffold1, whole genome shotgun sequence [33 total records]
GCF_033842725.1_ASM3384272v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAWXXV010000001.1 Sphingomonas echinoides strain ATCC 14820 contig_1_polypolish, whole genome shotgun sequence [3 total records]
GCF_000802385.1_ASM80238v1_genomic.fna	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	NZ_JTDN01000001.1 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence [7 total records]
GCF_002374855.1_ASM237485v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	NZ_NWVC01000001.1 Sphingomonas adhaesiva strain DSM 7418 contig1, whole genome shotgun sequence [36 total records]
GCF_000585415.1_ASM58541v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_KK073876.1 Sphingomonas jaspsi DSM 18422 G570DRAFT_scaffold00001.1, whole genome shotgun sequence [1 total record]
GCF_009827535.1_ASM982753v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_WTYN01000010.1 Qipengyuania oceanensis strain MCCC 1A09965 NODE_10_length_4687, whole genome shotgun sequence [14 total records]
GCF_000512205.2_ASM51220v2_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NZ_CP006644.1 Sphingomonas sanxanigenens DSM 19645 = NX02 chromosome, complete genome [2 total records]
GCF_014334095.1_ASM1433409v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP060495.1 Novosphingopyxis iocasae strain PB63 chromosome, complete genome [1 total record]
GCF_002374275.1_ASM237427v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_NWUR01000001.1 Sphingopyxis terrae subsp. ummariensis strain DSM 24316 contig1, whole genome shotgun sequence [22 total records]
GCF_002813245.1_ASM281324v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_PHUF01000002.1 Novosphingobium kunmingense strain CGMCC 1.12274 Ga0171596_101, whole genome shotgun sequence [10 total records]
GCF_003610805.1_ASM361080v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	NZ_RAPF01000001.1 Altericroceibacterium spongiae strain HN-Y73 contig1, whole genome shotgun sequence [34 total records]
GCF_007830065.1_ASM783006v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_VLKK01000001.1 Sphingobium wenxiniae strain CGMCC 1.7748 IQ35DRAFT_scaffold00001.1, whole genome shotgun sequence [85 total records]
GCF_019429525.1_ASM1942952v1_genomic.fna	5	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	NZ_JAHXZL010000010.1 Sphingomonas folli strain RHCKR7 NODE_10_length_208970_cov_64.997448, whole genome shotgun sequence [19 total records]
GCF_024349785.1_ASM2434978v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_AP018817.1 Sphingomonas bisphenolicum strain AO1 chromosome 1, complete sequence [6 total records]
GCF_047223455.1_ASM4722345v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP178397.1 Sphingomonas carotinifaciens strain ZAFUE012-0842 chromosome, complete genome [4 total records]
GCF_009827545.1_ASM982754v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_WTYS01000001.1 Pontixanthobacter gangjinensis strain JCM 17802 NODE_1_length_2888119, whole genome shotgun sequence [1 total record]
GCF_019711355.1_ASM1971135v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP081297.1 Qipengyuania psychrotolerans strain 1XM2-8 chromosome [1 total record]
GCF_030140925.1_ASM3014092v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_JARBWD010000001.1 Parerythrobacter aestuarii strain C18 NODE_1_length_2680612_cov_324.386901, whole genome shotgun sequence [3 total records]
GCF_011761305.1_ASM1176130v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_JAAOZC010000001.1 Sphingomonas vulcanisoli strain CECT 8804 Ga0372438_01, whole genome shotgun sequence [17 total records]
GCF_022568775.1_ASM2256877v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAKZHW010000001.1 Sphingomonas telluris strain SM33 1, whole genome shotgun sequence [2 total records]
GCF_040049155.1_ASM4004915v1_genomic.fna	4	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	NZ_JBDZDK010000001.1 Sphingomonas silueang strain VNH70 contig1, whole genome shotgun sequence [85 total records]
GCF_010994245.1_ASM1099424v1_genomic.fna	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	NZ_WMHO01000001.1 Sandarakinorhabdus rubra strain MO-4 1, whole genome shotgun sequence [395 total records]
GCF_029167165.1_ASM2916716v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	NZ_JARFNJ010000001.1 Sphingomonas pollutisoli strain H39-1-10 spades_K_21_77_1, whole genome shotgun sequence [49 total records]
GCF_900177405.1_IMG-taxon_2708742536_annotated_assembly_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_LT840185.1 Allosphingosinicella indica strain Dd16 chromosome I [1 total record]
GCF_030717865.1_ASM3071786v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JAVAIL010000010.1 Qipengyuania benthica strain DY56-A-20 NODE_10_length_7006_cov_208.246067, whole genome shotgun sequence [12 total records]
GCF_001590965.1_ASM159096v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_BCTW01000001.1 Novosphingobium lentum NBRC 107847, whole genome shotgun sequence [49 total records]
GCF_016464365.1_ASM1646436v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_JADCUC010000001.1 Sandaracinobacteroides hominis strain SZY PN-1 SZY_PN-1, whole genome shotgun sequence [19 total records]
GCF_015475875.1_ASM1547587v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JADKYM010000001.1 Sphingopyxis solisilvae strain R366 NODE_1, whole genome shotgun sequence [49 total records]
GCF_042676985.1_ASM4267698v1_genomic.fna	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JBHTIK010000001.1 Sphingosinicella xenopeptidilytica strain CCUG 52537 GCM70027544_13, whole genome shotgun sequence [18 total records]
GCF_001010945.1_ASM101094v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_LBHB01000001.1 Aurantiacibacter luteus strain KA37 contig1, whole genome shotgun sequence [9 total records]
GCF_009827495.1_ASM982749v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_WTZA01000001.1 Tsuneonella aeria strain 100921-2 NODE_1_length_2124617, whole genome shotgun sequence [2 total records]
GCF_037154135.1_ASM3715413v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBANFL010000001.1 Sphingobium aquiterrae strain DSM 106441 NODE_1_length_476206_cov_151.728175, whole genome shotgun sequence [55 total records]
GCF_033242265.1_ASM3324226v1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	NZ_BTFW01000001.1 Novosphingobium sp. IK01 sequence1, whole genome shotgun sequence [4 total records]
GCF_039523595.1_ASM3952359v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BAAAFP010000001.1 Alteraurantiacibacter aestuarii strain JCM 16339 sequence1, whole genome shotgun sequence [3 total records]
GCF_003345355.1_ASM334535v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_QQNB01000010.1 Sphingomonas aracearum strain WZY 27 NODE_10_length_1604_cov_81.369668, whole genome shotgun sequence [12 total records]
GCF_019711535.1_ASM1971153v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JAIGNP010000001.1 Qipengyuania aestuarii strain GH1 NODE_1_length_1094803_cov_235.856083, whole genome shotgun sequence [4 total records]
GCF_012972675.1_ASM1297267v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JABCRE010000001.1 Pontixanthobacter rizhaonensis strain RZ02 NODE_1, whole genome shotgun sequence [4 total records]
GCF_001441535.1_ASM144153v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_LMAU01000001.1 Tsuneonella troitsensis strain JCM 17037 JCM17037_1, whole genome shotgun sequence [9 total records]
GCF_020906275.1_ASM2090627v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP086727.1 Parasphingorhabdus litoris DSM 22379 chromosome, complete genome [1 total record]
GCF_050433305.1_ASM5043330v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	NZ_JBNPXM010000001.1 Novosphingobium gossypii strain DSM 29615 Ga0373253_01, whole genome shotgun sequence [31 total records]
GCF_042678845.1_ASM4267884v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JBHTLS010000001.1 Sphingobium olei strain CCUG 54329 GCM70027382_87, whole genome shotgun sequence [115 total records]
GCF_037173185.1_ASM3717318v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBAPEV010000001.1 Sphingomonas aquatica strain LMG 28596 NODE_1_length_564254_cov_180.723390, whole genome shotgun sequence [61 total records]
GCF_003367235.1_ASM336723v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	NZ_QRGP01000001.1 Sphingorhabdus pulchriflava strain GY_G G_1, whole genome shotgun sequence [6 total records]
GCF_001890385.1_ASM189038v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_CP018221.1 Tardibacter chloracetimidivorans strain JJ-A5 chromosome, complete genome [5 total records]
GCF_014197105.1_ASM1419710v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JACIEV010000001.1 Sphingomonas jinjuensis strain YC6723 Ga0373323_01, whole genome shotgun sequence [33 total records]
GCF_011927635.1_ASM1192763v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	NZ_JAATJB010000001.1 Sphingomonas trueperi strain DSM 7225 Ga0373209_01, whole genome shotgun sequence [43 total records]
GCF_032911445.1_ASM3291144v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_JAWJEJ010000001.1 Sphingomonas agrestis strain HF-S4 contig1, whole genome shotgun sequence [3 total records]
GCF_009753715.1_ASM975371v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_WQMS01000001.1 Sphingomonas horti strain MAH-20 GCM70011337_1, whole genome shotgun sequence [23 total records]
GCF_029906645.1_ASM2990664v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JARYGZ010000003.1 Sphingomonas oryzagri strain MAHUQ-71 GCM70023254_1, whole genome shotgun sequence [8 total records]
GCF_011927695.1_ASM1192769v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAATJE010000001.1 Sphingomonas jejuensis strain DSM 27651 Ga0373247_01, whole genome shotgun sequence [10 total records]
GCF_007998985.1_ASM799898v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP041659.1 Sphingomonas xanthus strain AE3 chromosome, complete genome [1 total record]
