MAG	MiDAS4_tax	MiDAS_core_species	Exopolysaccharide	Query	Function	Target_CDS	Percent_id
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelE	Polymerization	Lyne_18-Q3-R50-59_MAXAC.018_03235	26.126
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelF	Synthase	Lyne_18-Q3-R50-59_MAXAC.018_03236	51.793
Lyne_18-Q3-R50-59_MAXAC.018	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Limnohabitans;s:midas_s_2834;	No	Pel	pelG	Export	Lyne_18-Q3-R50-59_MAXAC.018_03237	48.246
Lyne_18-Q3-R50-59_MAXAC.021	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Sphingobacteriales;f:Lentimicrobiaceae;g:Lentimicrobium;s:midas_s_1390;	No	Hyaluronic acid (has)	hasA	Synthase	Lyne_18-Q3-R50-59_MAXAC.021_03926	20.199
Lyne_18-Q3-R50-59_MAXAC.021	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Sphingobacteriales;f:Lentimicrobiaceae;g:Lentimicrobium;s:midas_s_1390;	No	Hyaluronic acid (has)	hasB	Precursor synthesis	Lyne_18-Q3-R50-59_MAXAC.021_03920	29.412
Lyne_18-Q3-R50-59_MAXAC.021	d:Bacteria;p:Bacteroidota;c:Bacteroidia;o:Sphingobacteriales;f:Lentimicrobiaceae;g:Lentimicrobium;s:midas_s_1390;	No	Hyaluronic acid (has)	hasC	Precursor synthesis	Lyne_18-Q3-R50-59_MAXAC.021_03931	22.097
Lyne_18-Q3-R50-59_MAXAC.254	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsAI	Synthase	Lyne_18-Q3-R50-59_MAXAC.254_00751	24.747
Lyne_18-Q3-R50-59_MAXAC.254	d:Bacteria;p:Elusimicrobiota;c:Elusimicrobia;o:MVP-88;f:midas_f_595;g:midas_g_595;s:midas_s_595;	No	Cellulose 1	bcsCI	Export	Lyne_18-Q3-R50-59_MAXAC.254_00745	20.939
Lyne_18-Q3-R50-59_MAXAC.259	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:SC-I-84;g:midas_g_1341;s:midas_s_3347;	No	Cellulose 1	bcsAI	Synthase	Lyne_18-Q3-R50-59_MAXAC.259_01658	20.168
Lyne_18-Q3-R50-59_MAXAC.259	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:SC-I-84;g:midas_g_1341;s:midas_s_3347;	No	Cellulose 1	bcsCI	Export	Lyne_18-Q3-R50-59_MAXAC.259_01660	20.209
Lyne_18-Q3-R50-59_MAXAC.318	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaA	Export	Lyne_18-Q3-R50-59_MAXAC.318_01259	26.347
Lyne_18-Q3-R50-59_MAXAC.318	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaB	Modification	Lyne_18-Q3-R50-59_MAXAC.318_01256	45.968
Lyne_18-Q3-R50-59_MAXAC.318	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaB	Modification	Lyne_18-Q3-R50-59_MAXAC.318_01257	37.5
Lyne_18-Q3-R50-59_MAXAC.318	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaC	Synthase	Lyne_18-Q3-R50-59_MAXAC.318_01254	40.984
Lyne_18-Q3-R50-59_MAXAC.318	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Halomonas;s:midas_s_11904;	No	PNAG_pga	pgaC	Synthase	Lyne_18-Q3-R50-59_MAXAC.318_01255	70.391
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	alg44	Regulatory	Lyne_18-Q3-R50-59_MAXAC.325_cln_02512	27.273
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	alg8	Synthase	Lyne_18-Q3-R50-59_MAXAC.325_cln_02523	53.306
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algA	Precursor synthesis	Lyne_18-Q3-R50-59_MAXAC.325_cln_02511	34.056
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algA	Precursor synthesis	Lyne_18-Q3-R50-59_MAXAC.325_cln_02513	39.474
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algD	Precursor synthesis	Lyne_18-Q3-R50-59_MAXAC.325_cln_02524	50.797
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algE	Export	Lyne_18-Q3-R50-59_MAXAC.325_cln_02509	28.243
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algF	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02521	31.868
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algG	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02507	25.698
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algG	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02519	39.556
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algI	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02506	49.715
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algJ	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02518	36.264
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algK	Export	Lyne_18-Q3-R50-59_MAXAC.325_cln_02510	20.43
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algL	Lyase	Lyne_18-Q3-R50-59_MAXAC.325_cln_02516	32.551
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algX	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02514	26.939
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algX	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02517	25.951
Lyne_18-Q3-R50-59_MAXAC.325_cln	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algX	Modification	Lyne_18-Q3-R50-59_MAXAC.325_cln_02520	27.273
Mari_18-Q3-R65-66_MAXAC.025	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsH	Glycosyl transferase	Mari_18-Q3-R65-66_MAXAC.025_02083	23.902
Mari_18-Q3-R65-66_MAXAC.025	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsJ	Glycosyl transferase	Mari_18-Q3-R65-66_MAXAC.025_02085	22.124
Mari_18-Q3-R65-66_MAXAC.025	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsJ	Glycosyl transferase	Mari_18-Q3-R65-66_MAXAC.025_02086	20.219
Mari_18-Q3-R65-66_MAXAC.025	d:Bacteria;p:Bacteroidota;c:SJA-28;o:midas_o_31;f:midas_f_31;g:midas_g_31;s:midas_s_31;	CRAT	PNAG_eps	epsK	Export	Mari_18-Q3-R65-66_MAXAC.025_02082	23.404
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelA	Hydrolase	Mari_18-Q3-R65-66_MAXAC.196_01211	38.47
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelB	Export	Mari_18-Q3-R65-66_MAXAC.196_01210	20.57
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelC	Export	Mari_18-Q3-R65-66_MAXAC.196_01209	42.604
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelD	Regulatory	Mari_18-Q3-R65-66_MAXAC.196_01208	31.567
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelE	Polymerization	Mari_18-Q3-R65-66_MAXAC.196_01207	29.762
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelF	Synthase	Mari_18-Q3-R65-66_MAXAC.196_01206	53.175
Mari_18-Q3-R65-66_MAXAC.196	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:midas_s_421;	CRAT	Pel	pelG	Export	Mari_18-Q3-R65-66_MAXAC.196_01205	54.725
Mari_18-Q3-R65-66_MAXAC.226	d:Bacteria;p:Acidobacteriota;c:Blastocatellia;o:Blastocatellales;f:Blastocatellaceae;g:JGI_0001001-H03;s:midas_s_895;	No	PNAG_eps	epsH	Glycosyl transferase	Mari_18-Q3-R65-66_MAXAC.226_00810	27.049
Mari_18-Q3-R65-66_MAXAC.226	d:Bacteria;p:Acidobacteriota;c:Blastocatellia;o:Blastocatellales;f:Blastocatellaceae;g:JGI_0001001-H03;s:midas_s_895;	No	PNAG_eps	epsJ	Glycosyl transferase	Mari_18-Q3-R65-66_MAXAC.226_00811	21.812
Mari_18-Q3-R65-66_MAXAC.226	d:Bacteria;p:Acidobacteriota;c:Blastocatellia;o:Blastocatellales;f:Blastocatellaceae;g:JGI_0001001-H03;s:midas_s_895;	No	PNAG_eps	epsJ	Glycosyl transferase	Mari_18-Q3-R65-66_MAXAC.226_00816	22.314
Mari_18-Q3-R65-66_MAXAC.226	d:Bacteria;p:Acidobacteriota;c:Blastocatellia;o:Blastocatellales;f:Blastocatellaceae;g:JGI_0001001-H03;s:midas_s_895;	No	PNAG_eps	epsK	Export	Mari_18-Q3-R65-66_MAXAC.226_00819	23.167
Mari_18-Q3-R65-66_MAXAC.226	d:Bacteria;p:Acidobacteriota;c:Blastocatellia;o:Blastocatellales;f:Blastocatellaceae;g:JGI_0001001-H03;s:midas_s_895;	No	PNAG_eps	epsK	Export	Mari_18-Q3-R65-66_MAXAC.226_00822	21.368
OdNE_18-Q3-R46-58_BAT3C.415	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_7407;	No	PNAG_pga	pgaA	Export	OdNE_18-Q3-R46-58_BAT3C.415_00719	26.263
OdNE_18-Q3-R46-58_BAT3C.415	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_7407;	No	PNAG_pga	pgaB	Modification	OdNE_18-Q3-R46-58_BAT3C.415_00720	35.34
OdNE_18-Q3-R46-58_BAT3C.415	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Ca_Accumulibacter;s:midas_s_7407;	No	PNAG_pga	pgaC	Synthase	OdNE_18-Q3-R46-58_BAT3C.415_00721	50.122
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsABII-A	Synthase	OdNE_18-Q3-R46-58_BATAC.187_01449	45.06
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsABII-A	Synthase	OdNE_18-Q3-R46-58_BATAC.187_01453	30.207
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 2	bcsCII	Export	OdNE_18-Q3-R46-58_BATAC.187_01451	22.443
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsAI	Synthase	OdNE_18-Q3-R46-58_BATAC.187_01449	46.055
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsBI	Synthase	OdNE_18-Q3-R46-58_BATAC.187_01453	28.322
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	bcsCI	Export	OdNE_18-Q3-R46-58_BATAC.187_01451	23.46
OdNE_18-Q3-R46-58_BATAC.187	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Gallionellaceae;g:Nitrotoga;s:midas_s_181;	CRAT	Cellulose 1	cmc	Hydrolase	OdNE_18-Q3-R46-58_BATAC.187_01452	24.921
OdNE_18-Q3-R46-58_MAXAC.011	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Run-SP154;f:midas_f_27;g:midas_g_70;s:midas_s_70;	No	Cellulose 1	bcsAI	Synthase	OdNE_18-Q3-R46-58_MAXAC.011_03704	25.391
OdNE_18-Q3-R46-58_MAXAC.011	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Run-SP154;f:midas_f_27;g:midas_g_70;s:midas_s_70;	No	Cellulose 1	ccp	Regulatory	OdNE_18-Q3-R46-58_MAXAC.011_03698	24.561
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelA	Hydrolase	OdNE_18-Q3-R46-58_MAXAC.062_sub_02068	38.47
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelB	Export	OdNE_18-Q3-R46-58_MAXAC.062_sub_02069	20.82
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelC	Export	OdNE_18-Q3-R46-58_MAXAC.062_sub_02070	44.379
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelD	Regulatory	OdNE_18-Q3-R46-58_MAXAC.062_sub_02071	31.336
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelE	Polymerization	OdNE_18-Q3-R46-58_MAXAC.062_sub_02072	29.63
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelF	Synthase	OdNE_18-Q3-R46-58_MAXAC.062_sub_02073	53.131
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelG	Export	OdNE_18-Q3-R46-58_MAXAC.062_sub_02074	64.583
OdNE_18-Q3-R46-58_MAXAC.062_sub	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Rhodocyclaceae;g:Propionivibrio;s:Ca_Propionivibrio_aalborgensis;	CRAT	Pel	pelG	Export	OdNE_18-Q3-R46-58_MAXAC.062_sub_02075	53.145
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	alg44	Regulatory	Rand_18-Q3-R56-63_BAT3C.326_00444	24.259
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	alg8	Synthase	Rand_18-Q3-R56-63_BAT3C.326_00443	45.868
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algA	Precursor synthesis	Rand_18-Q3-R56-63_BAT3C.326_00445	35.813
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algD	Precursor synthesis	Rand_18-Q3-R56-63_BAT3C.326_00442	49.658
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algE	Export	Rand_18-Q3-R56-63_BAT3C.326_00447	26.969
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algF	Modification	Rand_18-Q3-R56-63_BAT3C.326_00439	32.768
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algI	Modification	Rand_18-Q3-R56-63_BAT3C.326_00438	59.08
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algJ	Modification	Rand_18-Q3-R56-63_BAT3C.326_00441	32.578
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algK	Export	Rand_18-Q3-R56-63_BAT3C.326_00446	25.309
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algL	Lyase	Rand_18-Q3-R56-63_BAT3C.326_00448	32.448
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algX	Modification	Rand_18-Q3-R56-63_BAT3C.326_00437	26.735
Rand_18-Q3-R56-63_BAT3C.326	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:midas_f_2943;g:midas_g_4210;s:midas_s_4210;	No	Alginate	algX	Modification	Rand_18-Q3-R56-63_BAT3C.326_00440	29.501
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	alg44	Regulatory	Rand_18-Q3-R56-63_BAT3C.341_02408	27.273
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	alg8	Synthase	Rand_18-Q3-R56-63_BAT3C.341_02395	53.306
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algA	Precursor synthesis	Rand_18-Q3-R56-63_BAT3C.341_02407	39.474
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algA	Precursor synthesis	Rand_18-Q3-R56-63_BAT3C.341_02409	33.551
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algD	Precursor synthesis	Rand_18-Q3-R56-63_BAT3C.341_02394	51.025
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algE	Export	Rand_18-Q3-R56-63_BAT3C.341_02411	28.033
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algF	Modification	Rand_18-Q3-R56-63_BAT3C.341_02397	31.868
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algG	Modification	Rand_18-Q3-R56-63_BAT3C.341_02399	39.333
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algG	Modification	Rand_18-Q3-R56-63_BAT3C.341_02413	25.698
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algI	Modification	Rand_18-Q3-R56-63_BAT3C.341_02414	50.095
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algJ	Modification	Rand_18-Q3-R56-63_BAT3C.341_02400	35.989
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algK	Export	Rand_18-Q3-R56-63_BAT3C.341_02410	20.43
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algL	Lyase	Rand_18-Q3-R56-63_BAT3C.341_02404	33.628
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algX	Modification	Rand_18-Q3-R56-63_BAT3C.341_02398	27.066
Rand_18-Q3-R56-63_BAT3C.341	d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Micavibrionales;f:Micavibrionaceae;g:midas_g_2943;s:midas_s_2943;	No	Alginate	algX	Modification	Rand_18-Q3-R56-63_BAT3C.341_02401	25.727
