HumGut_name	HumGut_tax_id	cluster975	cluster95	gtdbtk_tax_id	gtdbtk_organism_name	gtdbtk_taxonomy	ncbi_tax_id	ncbi_organism_name	ncbi_rank	prevalence_score	metagenomes_present	completeness	contamination	GC	genome_size	source	genome_type	cluster975_size	cluster95_size	genome_file	ftp_download
HumGut_47	3000047	47	4	4008379	g__Faecalibacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	853	Faecalibacterium prausnitzii	species	0.9314846013016412	1910	70.8	1.37	0.579	2335872	UHGG	MAG	3	2810	GUT_GENOME223502.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes1/GUT_GENOME223502.gff.gz
HumGut_48	3000048	48	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9314629988681381	2261	75.73	0.89	0.47369999999999995	3244406	UHGG	MAG	2	6195	GUT_GENOME068237.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes3/GUT_GENOME068237.gff.gz
HumGut_49	3000049	49	4	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9314384612337295	1925	88.45	2.95	0.6093999999999999	1861512	UHGG	MAG	68	2810	GUT_GENOME080093.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes4/GUT_GENOME080093.gff.gz
HumGut_50	3000050	50	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9313842045840407	2281	65.39	1.79	0.4879	2569722	UHGG	MAG	1	6195	GUT_GENOME225211.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes9/GUT_GENOME225211.gff.gz
HumGut_51	3000051	51	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9313465410299944	2273	72.55	3.44	0.4677	3134445	UHGG	MAG	4	6195	GUT_GENOME050219.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes3/GUT_GENOME050219.gff.gz
HumGut_52	3000052	52	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9312936629881154	2253	53.71	0.74	0.4583	2446391	UHGG	MAG	4	6195	GUT_GENOME051691.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes11/GUT_GENOME051691.gff.gz
HumGut_53	3000053	53	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9312537518392756	2263	77.43	2.68	0.4736	3679327	UHGG	MAG	1	6195	GUT_GENOME066448.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes11/GUT_GENOME066448.gff.gz
HumGut_54	3000054	54	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9311604043576683	2292	69.75	2.77	0.47340000000000004	2546421	UHGG	MAG	1	6195	GUT_GENOME081556.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes8/GUT_GENOME081556.gff.gz
HumGut_55	3000055	55	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.9310953143746463	1896	100	0	0.5571213859647797	3043493	RefSeq	Scaffold	64	1288	GCF_002549755.1_ASM254975v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/755/GCF_002549755.1_ASM254975v1/GCF_002549755.1_ASM254975v1_genomic.fna.gz
HumGut_56	3000056	56	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.9308846587436332	1979	61.64	1.08	0.5635	1579961	UHGG	MAG	1	1288	GUT_GENOME222706.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes1/GUT_GENOME222706.gff.gz
HumGut_57	3000057	57	1	4020132	s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	483217	Bacteroides dorei DSM 17855	strain	0.9306855237691002	2459	60.41	1.22	0.4143	2552876	UHGG	MAG	2	5904	GUT_GENOME269250.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes6/GUT_GENOME269250.gff.gz
HumGut_58	3000058	58	6	4027117	s__Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	515619	[Eubacterium] rectale ATCC 33656	strain	0.9306720294284098	1961	87.43	1.24	0.43200000000000005	2223686	UHGG	MAG	235	7316	GUT_GENOME069797.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02492/genomes8/GUT_GENOME069797.gff.gz
HumGut_59	3000059	59	4	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9306416239388795	1865	82.57	3.88	0.5889	2267945	UHGG	MAG	12	2810	GUT_GENOME223304.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes5/GUT_GENOME223304.gff.gz
HumGut_60	3000060	60	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9304732156196944	2263	51.72	0	0.4797	2407346	UHGG	MAG	1	6195	GUT_GENOME275340.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes3/GUT_GENOME275340.gff.gz
HumGut_61	3000061	61	4	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9304528155065082	1981	68.29	1.53	0.5914	1748577	UHGG	MAG	35	2810	GUT_GENOME227242.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes6/GUT_GENOME227242.gff.gz
HumGut_62	3000062	62	7	4020132	s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	483217	Bacteroides dorei DSM 17855	strain	0.9302137529711375	2243	61.21	1.72	0.4104	4298937	UHGG	MAG	4	49	GUT_GENOME209102.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes10/GUT_GENOME209102.gff.gz
HumGut_63	3000063	63	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.930195883418223	1953	71.57	1.25	0.5753	1852013	UHGG	MAG	3	1288	GUT_GENOME241429.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes2/GUT_GENOME241429.gff.gz
HumGut_64	3000064	64	11	4027515	s__Fusicatenibacter saccharivorans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	1150298	Fusicatenibacter saccharivorans	species	0.9301883950198075	1764	88.95	3.8	0.498	3217640	UHGG	MAG	2879	3317	GUT_GENOME238087.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00251/genomes7/GUT_GENOME238087.gff.gz
HumGut_65	3000065	65	3	4027194	s__Blautia_A wexlerae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	1121115	Blautia wexlerae DSM 19850	strain	0.9301368670062252	1988	78.32	2.22	0.42619999999999997	2516176	UHGG	MAG	1	2298	GUT_GENOME097507.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01338/genomes4/GUT_GENOME097507.gff.gz
HumGut_66	3000066	66	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9301048030560272	2219	73.33	1.19	0.4738	3506388	UHGG	MAG	2	6195	GUT_GENOME241564.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes11/GUT_GENOME241564.gff.gz
HumGut_67	3000067	67	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.9300631847764572	2012	68.27	0.68	0.5783	1508271	UHGG	MAG	1	1288	GUT_GENOME183096.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes1/GUT_GENOME183096.gff.gz
HumGut_68	3000068	68	12	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9300577374080362	1950	77.94	2.71	0.5856	2131233	UHGG	MAG	2	2	GUT_GENOME225441.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes2/GUT_GENOME225441.gff.gz
HumGut_69	3000069	69	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9299991700622524	2210	52.35	0.31	0.4722	3021910	UHGG	MAG	1	6195	GUT_GENOME208866.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes5/GUT_GENOME208866.gff.gz
HumGut_70	3000070	70	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.9299608811544992	1983	67.93	3.2	0.5722	1791952	UHGG	MAG	4	1288	GUT_GENOME224244.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes2/GUT_GENOME224244.gff.gz
HumGut_71	3000071	71	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9295855166949633	2259	50.16	0	0.47090000000000004	2408125	UHGG	MAG	3	6195	GUT_GENOME240389.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes7/GUT_GENOME240389.gff.gz
HumGut_72	3000072	72	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9295769363327674	2184	58.44	1.17	0.4708	2476947	UHGG	MAG	3	6195	GUT_GENOME208597.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes12/GUT_GENOME208597.gff.gz
HumGut_73	3000073	73	13	4028553	s__Faecalibacterium prausnitzii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	853	Faecalibacterium prausnitzii	species	0.9295758203169213	1710	100	0	0.5609489018221684	3108610	RefSeq	Contig	41	1292	GCF_009680055.1_ASM968005v1_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/680/055/GCF_009680055.1_ASM968005v1/GCF_009680055.1_ASM968005v1_genomic.fna.gz
HumGut_74	3000074	74	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9294904190718732	2250	81.89	2.35	0.46140000000000003	3643140	UHGG	MAG	2	6195	GUT_GENOME270474.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes9/GUT_GENOME270474.gff.gz
HumGut_75	3000075	75	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9294602300509338	2125	79.4	1.67	0.4783	3241692	UHGG	MAG	12	6195	GUT_GENOME216168.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes9/GUT_GENOME216168.gff.gz
HumGut_76	3000076	76	14	4028555	s__Faecalibacterium prausnitzii_C	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	411483	Faecalibacterium prausnitzii A2-165	strain	0.9294083602150538	1708	98.69	1.06	0.5792	2725209	UHGG	MAG	162	1280	GUT_GENOME089699.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00022/genomes1/GUT_GENOME089699.gff.gz
HumGut_77	3000077	77	15	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9293238347481607	1934	84.22	0.25	0.5889	2258050	UHGG	MAG	7	8	GUT_GENOME224346.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes2/GUT_GENOME224346.gff.gz
HumGut_78	3000078	78	4	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9291353692699491	1902	88.41	1.64	0.5995	1961628	UHGG	MAG	23	2810	GUT_GENOME171272.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes4/GUT_GENOME171272.gff.gz
HumGut_79	3000079	79	16	4008379	g__Faecalibacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	853	Faecalibacterium prausnitzii	species	0.9290265868704018	1931	54.92	0.04	0.5736	1774042	UHGG	MAG	4	4	GUT_GENOME222988.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes6/GUT_GENOME222988.gff.gz
HumGut_80	3000080	80	1	4020132	s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	483217	Bacteroides dorei DSM 17855	strain	0.9290180277306168	2365	81.79	4.42	0.4153	4298289	UHGG	MAG	1	5904	GUT_GENOME269436.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes7/GUT_GENOME269436.gff.gz
HumGut_81	3000081	81	17	4027194	s__Blautia_A wexlerae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	1121115	Blautia wexlerae DSM 19850	strain	0.9288806457272213	1963	59.04	1.03	0.4296	2043497	UHGG	MAG	1	1	GUT_GENOME225025.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01338/genomes2/GUT_GENOME225025.gff.gz
HumGut_82	3000082	82	4	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9288283220147142	1891	70.11	1.47	0.5939	1838601	UHGG	MAG	17	2810	GUT_GENOME229948.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes1/GUT_GENOME229948.gff.gz
HumGut_83	3000083	83	3	4027194	s__Blautia_A wexlerae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	1121115	Blautia wexlerae DSM 19850	strain	0.9285658720996038	2011	53.51	0	0.4351	1476660	UHGG	MAG	5	2298	GUT_GENOME097636.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01338/genomes1/GUT_GENOME097636.gff.gz
HumGut_84	3000084	84	18	4020078	s__Bacteroides ovatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	28116	Bacteroides ovatus	species	0.9284737133559706	1751	73.97	2.11	0.4274	4338788	UHGG	MAG	823	1148	GUT_GENOME237767.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01378/genomes2/GUT_GENOME237767.gff.gz
HumGut_85	3000085	85	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.9284468092812677	1940	90.3	0.68	0.5606	2745824	UHGG	MAG	8	1288	GUT_GENOME227273.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes3/GUT_GENOME227273.gff.gz
HumGut_86	3000086	86	5	4028556	s__Faecalibacterium prausnitzii_D	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	853	Faecalibacterium prausnitzii	species	0.9284212365591398	1981	59.84	0.95	0.5714	1532707	UHGG	MAG	1	1288	GUT_GENOME176443.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-022/MGYG-HGUT-02272/genomes1/GUT_GENOME176443.gff.gz
HumGut_87	3000087	87	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9283657971137521	2263	56.2	1.07	0.4718	2397035	UHGG	MAG	1	6195	GUT_GENOME241334.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes6/GUT_GENOME241334.gff.gz
HumGut_88	3000088	88	19	4028559	s__Faecalibacterium prausnitzii_G	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	853	Faecalibacterium prausnitzii	species	0.9282885118845501	1957	64.66	0.68	0.5754	2056161	UHGG	MAG	16	23	GUT_GENOME228327.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02545/genomes3/GUT_GENOME228327.gff.gz
HumGut_89	3000089	89	1	4020132	s__Phocaeicola dorei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	483217	Bacteroides dorei DSM 17855	strain	0.928254583474816	2401	81.1	1.23	0.42340000000000005	3752612	UHGG	MAG	1	5904	GUT_GENOME068295.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02478/genomes9/GUT_GENOME068295.gff.gz
HumGut_90	3000090	90	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9282208279569892	2250	68.23	2.5	0.4717	2879532	UHGG	MAG	1	6195	GUT_GENOME211408.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes9/GUT_GENOME211408.gff.gz
HumGut_91	3000091	91	9	4027116	s__Agathobacter faecis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	301302	Roseburia faecis	species	0.9281108936049802	1647	68.08	2.25	0.4413	2484968	UHGG	MAG	4	2909	GUT_GENOME223736.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03694/genomes5/GUT_GENOME223736.gff.gz
HumGut_92	3000092	92	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9280774193548387	2252	62.93	0	0.48310000000000003	3001620	UHGG	MAG	6	6195	GUT_GENOME107131.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes1/GUT_GENOME107131.gff.gz
HumGut_93	3000093	93	2	4020107	s__Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	411479	Bacteroides uniformis ATCC 8492	strain	0.9280451239388795	2246	65.3	1.64	0.4705	2812329	UHGG	MAG	1	6195	GUT_GENOME263963.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01346/genomes1/GUT_GENOME263963.gff.gz
