genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	HQ	shared_name
GUT_GENOME139670	GUT_GENOME139670_krakentaxid3012426HumGut_12426_5.region001	1	5516	17814	FALSE	fructansucrase				kraken:taxid|3012426|HumGut_12426_5 GUT_GENOME139670_5	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445	s__Streptococcus sp000187445	Streptococcus sp. C150	1.78	79.62	1255	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp000187445			GUT_GENOME139670_krakentaxid3012426HumGut_12426_5.region001.gbk_region_1
GUT_GENOME244647	GUT_GENOME244647_krakentaxid3015574HumGut_15574_33.region001	1	2521	21477	TRUE	lactobacillus_eps				kraken:taxid|3015574|HumGut_15574_33 GUT_GENOME244647_33	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B	s__Streptococcus parasanguinis_B	Streptococcus parasanguinis	0	95.39	1358	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis_I			GUT_GENOME244647_krakentaxid3015574HumGut_15574_33.region001.gbk_region_1
GCF_001411485.1_ASM141148v1_genomic	GCF_001411485.1_ASM141148v1_genomic_krakentaxid3016023HumGut_16023_1.region001	1	387656	412803	TRUE	lactobacillus_eps				kraken:taxid|3016023|HumGut_16023_1 NZ_LKPC01000001.1 Streptococcus oralis strain 89a contig_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus halitosis	s__Streptococcus halitosis	Streptococcus halitosis	0.597609561752988	99.8273572377158	2137	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BW			GCF_001411485.1_ASM141148v1_genomic_krakentaxid3016023HumGut_16023_1.region001.gbk_region_1
GUT_GENOME125226	GUT_GENOME125226_krakentaxid3002298HumGut_2298_65.region001	1	0	9023	TRUE	pel-positive				kraken:taxid|3002298|HumGut_2298_65 GUT_GENOME125226_65	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	1.79	61.61	13	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii			GUT_GENOME125226_krakentaxid3002298HumGut_2298_65.region001.gbk_region_1
GCF_001688645.2_ASM168864v2_genomic	GCF_001688645.2_ASM168864v2_genomic_krakentaxid3019553HumGut_19553_1.region001	1	1038808	1091888	FALSE	Uncharacterised				kraken:taxid|3019553|HumGut_19553_1 NZ_CP015407.2 Bifidobacterium animalis subsp. animalis strain YL2, complete genome	Uncharacterised	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	s__Bifidobacterium animalis	Bifidobacterium animalis subsp. animalis ATCC 25527	0.444444444444444	100	2376	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium animalis			GCF_001688645.2_ASM168864v2_genomic_krakentaxid3019553HumGut_19553_1.region001.gbk_region_1
GCF_001589015.1_ASM158901v1_genomic	GCF_001589015.1_ASM158901v1_genomic_krakentaxid3016616HumGut_16616_87.region001	1	159444	174157	FALSE	alpha-glucansucrase				kraken:taxid|3016616|HumGut_16616_87 NZ_LAYH01000003.1 Streptococcus sanguinis strain PJM8 Contig3, whole genome shotgun sequence	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	s__Streptococcus sanguinis	Streptococcus sanguinis SK1 = NCTC 7863	1.36663847609843	100	2087	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis			GCF_001589015.1_ASM158901v1_genomic_krakentaxid3016616HumGut_16616_87.region001.gbk_region_1
GUT_GENOME047835	GUT_GENOME047835_krakentaxid3009876HumGut_9876_30.region001	1	0	5204	TRUE	alpha-glucansucrase				kraken:taxid|3009876|HumGut_9876_30 GUT_GENOME047835_30	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	s__Streptococcus salivarius	Streptococcus salivarius	0.34	51.93	1246	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius			GUT_GENOME047835_krakentaxid3009876HumGut_9876_30.region001.gbk_region_1
GUT_GENOME152016	GUT_GENOME152016_krakentaxid3003262HumGut_3262_152.region001	1	0	4064	TRUE	pel-like				kraken:taxid|3003262|HumGut_3262_152 GUT_GENOME152016_152	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	s__Faecalibacterium prausnitzii_E	Faecalibacterium prausnitzii	3.56	75.21	56	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_E			GUT_GENOME152016_krakentaxid3003262HumGut_3262_152.region001.gbk_region_1
GCF_000963345.1_ASM96334v1_genomic	GCF_000963345.1_ASM96334v1_genomic_krakentaxid3015249HumGut_15249_1.region001	1	356287	373675	FALSE	pel-positive				kraken:taxid|3015249|HumGut_15249_1 NZ_JYOZ01000001.1 Streptococcus gordonii strain I141 UA00_contig000001, whole genome shotgun sequence	Synthase	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii	s__Streptococcus gordonii	Streptococcus gordonii	0	100	1987	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus gordonii			GCF_000963345.1_ASM96334v1_genomic_krakentaxid3015249HumGut_15249_1.region001.gbk_region_1
GUT_GENOME000165	GUT_GENOME000165_krakentaxid3003054HumGut_3054_4.region001	1	177733	195452	FALSE	pel-positive				kraken:taxid|3003054|HumGut_3054_4 GUT_GENOME000165_4	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066355	s__Blautia_A sp900066355	uncultured Ruminococcus sp.	0.63	99.37	184	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900066355			GUT_GENOME000165_krakentaxid3003054HumGut_3054_4.region001.gbk_region_1
GUT_GENOME097932	GUT_GENOME097932_krakentaxid3020333HumGut_20333_21.region001	1	6455	24449	TRUE	lactobacillus_eps				kraken:taxid|3020333|HumGut_20333_21 GUT_GENOME097932_21	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus	s__Streptococcus anginosus	Streptococcus anginosus	2.07	93.61	1722	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus anginosus			GUT_GENOME097932_krakentaxid3020333HumGut_20333_21.region001.gbk_region_1
GUT_GENOME208066	GUT_GENOME208066_krakentaxid3016419HumGut_16419_23.region001	1	2544	17627	TRUE	lactobacillus_eps				kraken:taxid|3016419|HumGut_16419_23 GUT_GENOME208066_23	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B	s__Streptococcus parasanguinis_B	Streptococcus parasanguinis	1.61	85.45	2328	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis_I			GUT_GENOME208066_krakentaxid3016419HumGut_16419_23.region001.gbk_region_1
GUT_GENOME110534	GUT_GENOME110534_krakentaxid3013831HumGut_13831_2.region001	1	34595	67048	FALSE	Uncharacterised				kraken:taxid|3013831|HumGut_13831_2 GUT_GENOME110534_2	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ndongoniae	s__Bacteroides ndongoniae	Bacteroides ndongoniae	1.86	81.1	413	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides ndongoniae			GUT_GENOME110534_krakentaxid3013831HumGut_13831_2.region001.gbk_region_1
GUT_GENOME218549	GUT_GENOME218549_krakentaxid3004544HumGut_4544_494.region001	1	0	6483	TRUE	pel-like				kraken:taxid|3004544|HumGut_4544_494 GUT_GENOME218549_494	Synthase	2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	s__Bifidobacterium adolescentis	Bifidobacterium adolescentis ATCC 15703	2.3	84.96	124	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium adolescentis			GUT_GENOME218549_krakentaxid3004544HumGut_4544_494.region001.gbk_region_1
GCF_008369405.1_ASM836940v1_genomic	GCF_008369405.1_ASM836940v1_genomic_krakentaxid3015594HumGut_15594_12.region001	1	153520	175736	TRUE	Uncharacterised				kraken:taxid|3015594|HumGut_15594_12 NZ_VSJJ01000002.1 Streptococcus cristatus strain S22 Scaffold2, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0	100	2167	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus cristatus_G			GCF_008369405.1_ASM836940v1_genomic_krakentaxid3015594HumGut_15594_12.region001.gbk_region_1
GCF_003942985.1_ASM394298v1_genomic	GCF_003942985.1_ASM394298v1_genomic_krakentaxid3015312HumGut_15312_17.region001	1	990	27579	TRUE	lactobacillus_eps				kraken:taxid|3015312|HumGut_15312_17 NZ_RMVL01000017.1 Streptococcus oralis strain BCC02 D8835_contig017, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_G	s__Streptococcus oralis_G	Streptococcus oralis subsp. oralis	0.597609561752988	99.867197875166	2116	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp006228325			GCF_003942985.1_ASM394298v1_genomic_krakentaxid3015312HumGut_15312_17.region001.gbk_region_1
GUT_GENOME205991	GUT_GENOME205991_krakentaxid3006019HumGut_6019_11.region001	1	3887	10634	TRUE	fructansucrase				kraken:taxid|3006019|HumGut_6019_11 GUT_GENOME205991_11	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	s__Streptococcus salivarius	Streptococcus salivarius	2.17	66.51	548	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius			GUT_GENOME205991_krakentaxid3006019HumGut_6019_11.region001.gbk_region_1
GCF_013302255.1_ASM1330225v1_genomic	GCF_013302255.1_ASM1330225v1_genomic_krakentaxid3003274HumGut_3274_177.region001	1	29495	47243	FALSE	pel-positive				kraken:taxid|3003274|HumGut_3274_177 NZ_JAAIPS010000006.1 Blautia obeum strain MSK.14.21 NODE_6_length_139804_cov_153.818, whole genome shotgun sequence	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	s__Blautia_A sp000436615	Blautia sp. AF19-10LB	0	99.367088607595	203	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp000436615			GCF_013302255.1_ASM1330225v1_genomic_krakentaxid3003274HumGut_3274_177.region001.gbk_region_1
GUT_GENOME050380	GUT_GENOME050380_krakentaxid3007174HumGut_7174_287.region001	1	0	3880	TRUE	PNAG-pga-like				kraken:taxid|3007174|HumGut_7174_287 GUT_GENOME050380_287	Synthase	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D	s__Escherichia coli_D	Escherichia coli UMN026	1.45	64.86	767	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli			GUT_GENOME050380_krakentaxid3007174HumGut_7174_287.region001.gbk_region_1
GUT_GENOME233786	GUT_GENOME233786_krakentaxid3006324HumGut_6324_67.region001	1	0	7461	TRUE	cellulose-like				kraken:taxid|3006324|HumGut_6324_67 GUT_GENOME233786_67	Synthase	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D	s__Escherichia coli_D	Escherichia coli UMN026	1.48	59.55	603	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli			GUT_GENOME233786_krakentaxid3006324HumGut_6324_67.region001.gbk_region_1
GCF_000442175.1_2426.1_genomic	GCF_000442175.1_2426.1_genomic_krakentaxid3015821HumGut_15821_2.region001	1	373950	399108	FALSE	lactobacillus_eps				kraken:taxid|3015821|HumGut_15821_2 NZ_ASXA01000001.1 Streptococcus oralis subsp. tigurinus 2426 contig001, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_F	s__Streptococcus oralis_F	Streptococcus oralis subsp. tigurinus	0.235421948569359	99.867197875166	1869	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_F			GCF_000442175.1_2426.1_genomic_krakentaxid3015821HumGut_15821_2.region001.gbk_region_1
GCF_013277555.1_ASM1327755v1_genomic	GCF_013277555.1_ASM1327755v1_genomic_krakentaxid3015116HumGut_15116_5.region001	1	17076	37168	TRUE	lactobacillus_eps				kraken:taxid|3015116|HumGut_15116_5 NZ_VMND01000013.1 Streptococcus sp. k-163 k-163_S2_L001_R1_001_(paired)_contig_13, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae_D	s__Streptococcus pneumoniae_D	Streptococcus pneumoniae	0.271640709887722	99.867197875166	2086	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp013277555			GCF_013277555.1_ASM1327755v1_genomic_krakentaxid3015116HumGut_15116_5.region001.gbk_region_1
GUT_GENOME172536	GUT_GENOME172536_krakentaxid3000823HumGut_823_10.region001	1	0	11711	TRUE	pel-positive				kraken:taxid|3000823|HumGut_823_10 GUT_GENOME172536_10	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885	s__Faecalibacterium sp900539885	uncultured Faecalibacterium sp.	1.36	73.86	41	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp900539885			GUT_GENOME172536_krakentaxid3000823HumGut_823_10.region001.gbk_region_1
GCF_003942865.1_ASM394286v1_genomic	GCF_003942865.1_ASM394286v1_genomic_krakentaxid3015345HumGut_15345_1.region001	1	55675	96008	FALSE	Uncharacterised				kraken:taxid|3015345|HumGut_15345_1 NZ_RJNZ01000001.1 Streptococcus mitis strain BCC55 D8845_contig001, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BI	s__Streptococcus mitis_BI	Streptococcus mitis	0.332005312084993	99.7377158034529	2119	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BI			GCF_003942865.1_ASM394286v1_genomic_krakentaxid3015345HumGut_15345_1.region001.gbk_region_1
GCF_000960005.1_ASM96000v1_genomic	GCF_000960005.1_ASM96000v1_genomic_krakentaxid3014728HumGut_14728_2.region001	1	561315	586467	FALSE	Uncharacterised				kraken:taxid|3014728|HumGut_14728_2 NZ_JYGP01000002.1 Streptococcus mitis strain OT25 TZ90_contig000002, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AK	s__Streptococcus mitis_AK	Streptococcus mitis	0.398406374501992	99.8173970783532	2016	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_CK			GCF_000960005.1_ASM96000v1_genomic_krakentaxid3014728HumGut_14728_2.region001.gbk_region_1
GCF_001072385.1_ASM107238v1_genomic	GCF_001072385.1_ASM107238v1_genomic_krakentaxid3013486HumGut_13486_13.region001	1	164	26574	TRUE	lactobacillus_eps				kraken:taxid|3013486|HumGut_13486_13 NZ_JVKU01000013.1 Streptococcus sp. 343_SSPC 352_43857_1768573_188+,...,66+, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp004166885	s__Streptococcus sp004166885	Streptococcus sp. bf_0095	0.0847457627118644	99.6125907990315	1609	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp001072385			GCF_001072385.1_ASM107238v1_genomic_krakentaxid3013486HumGut_13486_13.region001.gbk_region_1
GUT_GENOME156014	GUT_GENOME156014_krakentaxid3002744HumGut_2744_93.region001	1	0	8508	TRUE	pel-like				kraken:taxid|3002744|HumGut_2744_93 GUT_GENOME156014_93	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp003449675	s__Faecalibacterium sp003449675	Faecalibacterium sp.	1.79	64.29	116	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp003449675			GUT_GENOME156014_krakentaxid3002744HumGut_2744_93.region001.gbk_region_1
GUT_GENOME088964	GUT_GENOME088964_krakentaxid3005110HumGut_5110_132.region001	1	156403	187323	TRUE	Uncharacterised				kraken:taxid|3005110|HumGut_5110_132 GUT_GENOME088964_132	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	g__Blautia	Firmicutes bacterium CAG:424	0	59.81	204	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__			GUT_GENOME088964_krakentaxid3005110HumGut_5110_132.region001.gbk_region_1
GCF_000722815.1_ASM72281v1_genomic	GCF_000722815.1_ASM72281v1_genomic_krakentaxid3013492HumGut_13492_7.region001	1	159526	184057	TRUE	lactobacillus_eps				kraken:taxid|3013492|HumGut_13492_7 NZ_JPFT01000007.1 Streptococcus mitis strain SK1126 gsmSK1126.contig.6_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AG	s__Streptococcus mitis_AG	Streptococcus mitis	0.398406374501992	99.6181938911023	1781	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus gwangjuense_A			GCF_000722815.1_ASM72281v1_genomic_krakentaxid3013492HumGut_13492_7.region001.gbk_region_1
GCF_001076575.1_ASM107657v1_genomic	GCF_001076575.1_ASM107657v1_genomic_krakentaxid3018317HumGut_18317_9.region001	1	0	17159	TRUE	pel-positive				kraken:taxid|3018317|HumGut_18317_9 NZ_JVCG01000018.1 Streptococcus anginosus strain 557_SANG 121_18869_1205155, whole genome shotgun sequence	Synthase	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus_C	s__Streptococcus anginosus_C	Streptococcus anginosus	0.265957446808511	100	2082	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus hominis			GCF_001076575.1_ASM107657v1_genomic_krakentaxid3018317HumGut_18317_9.region001.gbk_region_1
GUT_GENOME154836	GUT_GENOME154836_krakentaxid3013175HumGut_13175_12.region001	1	0	20484	TRUE	Uncharacterised				kraken:taxid|3013175|HumGut_13175_12 GUT_GENOME154836_12	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	s__Ruminococcus_E sp003526955	Ruminococcaceae bacterium	1.07	92.34	266	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E intestinalis			GUT_GENOME154836_krakentaxid3013175HumGut_13175_12.region001.gbk_region_1
GUT_GENOME167104	GUT_GENOME167104_krakentaxid3007225HumGut_7225_91.region001	1	0	4043	TRUE	alpha-glucansucrase				kraken:taxid|3007225|HumGut_7225_91 GUT_GENOME167104_91	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	s__Streptococcus salivarius	Streptococcus salivarius	0.7	60.31	556	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius_D			GUT_GENOME167104_krakentaxid3007225HumGut_7225_91.region001.gbk_region_1
GUT_GENOME016518	GUT_GENOME016518_krakentaxid3025973HumGut_25973_32.region001	1	0	21782	TRUE	Uncharacterised				kraken:taxid|3025973|HumGut_25973_32 GUT_GENOME016518_32	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900543325	s__Clostridium sp900543325	uncultured Clostridium sp.	0	74.14	4392	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900543325			GUT_GENOME016518_krakentaxid3025973HumGut_25973_32.region001.gbk_region_1
