user_genome	classification
GCA_000384235.1_ASM38423v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__Hydrogenovibrio halophilus
GCA_000384915.1_ASM38491v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis_B
GCA_000402655.1_ASM40265v1_genomic	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__Marinisoma;s__Marinisoma sp000402655
GCA_000421585.1_ASM42158v1_genomic	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator atlanticus
GCA_000422205.1_Desulfococcus_X2_v1.0_genomic	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio;s__Desulfohalovibrio sp000422205
GCA_000422345.1_ASM42234v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter marinus_A
GCA_000422385.1_ASM42238v1_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium indicum
GCA_000423065.1_ASM42306v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella echinicola
GCA_000425245.1_ASM42524v1_genomic	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Maridesulfovibrio;s__Maridesulfovibrio hydrothermalis
GCA_000425345.1_ASM42534v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__Rheinheimera baltica
GCA_000426505.1_ASM42650v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__Nisaea;s__Nisaea denitrificans
GCA_000428525.1_ASM42852v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__Hellea balneolensis
GCA_000429425.1_ASM42942v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus mannitolivorans
GCA_000429965.1_ASM42996v1_genomic	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfogranum;s__Desulfogranum mediterraneum
GCA_000445475.1_Version_1_of_the_Sulfurimonas_hongkongensis_AST-10_genome_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas hongkongensis
GCA_000463525.1_SOAPdenovo_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinimicrobium;s__Marinimicrobium koreense
GCA_000469155.1_RS24_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos thuwalensis
GCA_000470885.1_RhoBCP1_1.0_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus aetherivorans
GCA_000472185.1_HIMB11v1.0_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp000472185
GCA_000473205.1_ASM47320v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudophaeobacter;s__Pseudophaeobacter arcticus
GCA_000473245.1_ASM47324v1_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_AB;s__Bacillus_AB infantis
GCA_000474745.1_Acht1_1_genomic	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinivibrionaceae;g__Chitinivibrio;s__Chitinivibrio alkaliphilus
GCA_000496475.1_MOLA814_draft3_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp000496475
GCA_000496735.2_MKO1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__Methyloglobulus morosus
GCA_000498575.2_MS-3_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E taeanensis
GCA_000503895.1_ASM50389v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__Hyphomicrobium_C nitrativorans
GCA_000504625.1_ASM50462v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;s__AAA240-E13 sp000504625
GCA_000507325.1_P.putidaOUS82_v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_H
GCA_000508165.1_SOAPdenovo_for_version_v2.01_of_the_Marinomonas_sp._D104_genome_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas profundimaris
GCA_000508185.1_SOAPdenovo_for_version_v2.01_of_the_Sphingobium_sp._C100_genome_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp000508185
GCA_000511175.1_ASM51117v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium salmoneum
GCA_000511355.1_ASM51135v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera methylohalidivorans
GCA_000511875.1_MOLA455_draft2_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp000511875
GCA_000511935.2_CLCbio_CLC_Genomics_Workbench_5.5_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zhouia;s__Zhouia amylolytica
GCA_000512895.1_ASM51289v1_genomic	d__Bacteria;p__Bacillota_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus
GCA_000523275.1_LebetimonasJH292_genomic	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Lebetimonas;s__Lebetimonas sp000523275
GCA_000565285.1_pBF_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Cytobacillus;s__Cytobacillus firmus_A
GCA_000565345.1_costicolaLMG11651_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio costicola
GCA_000568405.1_DS-2_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Catenovulum;s__Catenovulum agarivorans_A
GCA_000576475.1_SOAPdenovo2.04_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas tetraodonis
GCA_000576675.1_SOAPdenovo2.04_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas lipolytica
GCA_000583815.1_ASM58381v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira haloalkaliphila
GCA_000586555.1_SspNovD27_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina sp000586555
GCA_000590795.1_ASM59079v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Brucella;s__Brucella melitensis
GCA_000621125.1_ASM62112v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter antarcticus
GCA_000621165.1_ASM62116v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Enterovibrio;s__Enterovibrio calviensis
GCA_000622345.1_32188_draft_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter mediterraneus
GCA_000622365.1_NB68_draft_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter noctilucae
GCA_000622385.1_NB77_draft_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter noctilucicola
GCA_000622405.1_12864_draft_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter donghicola
GCA_000622425.1_32187_draft_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter guttiformis
GCA_000626635.1_ASM62663v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium orientale
GCA_000626715.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina atlantica
GCA_000626735.1_Pseudomonas_mendocina_AD6_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E composti
GCA_000626755.1_A._veronii_AD9_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila
GCA_000633595.2_ASM63359v2_genomic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AM;s__Clostridium_AM drakei
GCA_000634115.1_De_novo_assembly_of_single-cell_genomes_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp000634115
GCA_000634215.1_De_novo_assembly_of_single-cell_genomes_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp000634215
GCA_000634735.1_De_novo_assembly_of_single-cell_genomes_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp000634735
GCA_000635015.1_De_novo_assembly_of_single-cell_genomes_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp000635015
GCA_000647975.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Actibacterium;s__Actibacterium mucosum
GCA_000671395.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Actibacterium_D;s__Actibacterium_D atlanticum
GCA_000682675.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas pacifica
GCA_000682695.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas chukchiensis
GCA_000682755.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas beringensis
GCA_000685215.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas jannaschiana
GCA_000685255.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas neptunia
GCA_000685295.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas oceanitis
GCA_000686645.1_ASM68664v1_genomic	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfovirgulaceae;g__Desulfofundulus;s__Desulfofundulus australicus
GCA_000688295.1_ASM68829v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola nanhaiensis
GCA_000690155.1_gbb22v01_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis
GCA_000691605.1_ASM69160v1_genomic	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus
GCA_000696325.1_HydMar1.0_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__Hydrogenovibrio marinus
GCA_000698495.1_NTK937_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces halstedii
GCA_000702305.1_ASM70230v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter sp000702305
GCA_000702925.2_ASM70292v2_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp000702925
GCA_000705555.1_MarKoc1.0_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_D;s__Marinobacterium_D lacunae
GCA_000708185.1_ASM70818v1_genomic	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus murrayi
GCA_000708675.1_unknown_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer sp000708675
GCA_000710955.1_ASM71095v1_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis alba
GCA_000711175.1_ASM71117v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Edwardsiella;s__Edwardsiella anguillarum
GCA_000712595.1_ASM71259v1_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A manliponensis
GCA_000712635.2_SXM1.0_for_version_1_of_the_Shewanella_xiamenensis_genome_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella xiamenensis
GCA_000712975.1_Version_1.2.07_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella;s__Vreelandella qaidamensis
GCA_000714535.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava pacifica
GCA_000714545.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava indica
GCA_000714765.1_Ery_JL475_v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter aurantius
GCA_000714795.1_Ery_DSM_8509_v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter litoralis
GCA_000715205.1_SOAPdenovo_v1.05_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus zhangzhouensis
GCA_000717715.1_ASM71771v1_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora sp000717715
GCA_000720335.1_ASM72033v1_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__Marmoricola aequoreus
GCA_000722555.1_ASM72255v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium quisquiliarum
GCA_000725345.1_ASM72534v1_genomic	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__DSM-13327;f__DSM-13327;g__Pelosinus;s__Pelosinus sp000725345
GCA_000730385.1_ASM73038v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica
GCA_000731955.1_B6_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Modicisalibacter;s__Modicisalibacter zincidurans
GCA_000732535.1_ASM73253v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera hydrothermalis
GCA_000732605.1_CloCel1.0_genomic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora celerecrescens_B
GCA_000732635.1_CloSul1.0_genomic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sulfidigenes
GCA_000733125.1_ASM73312v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula;s__Parvularcula oceani
GCA_000733475.1_ASM73347v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mangrovimonas;s__Mangrovimonas yunxiaonensis
GCA_000734015.1_ASM73401v1_genomic	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium commune
GCA_000734975.2_ASM73497v2_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella;s__Vreelandella glaciei
GCA_000737065.1_ASM73706v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__Thioclava atlantica
GCA_000737195.2_ASM73719v2_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Sciscionella;s__Sciscionella sp000737195
GCA_000737535.1_ASM73753v1_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp000737535
GCA_000737575.1_ASM73757v1_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp000737575
GCA_000737595.1_ASM73759v1_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp000737595
GCA_000738435.1_ASM73843v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina temperata
GCA_000739695.1_ASM73969v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Tepidicaulis;s__Tepidicaulis marinus
GCA_000739715.2_ASM73971v2_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Falsirhodobacter;s__Falsirhodobacter sp000739715
GCA_000740015.1_ASM74001v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio diazotrophicus
GCA_000743295.1_ASM74329v1_genomic	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces rubiginosohelvolus
GCA_000743535.1_ASM74353v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas donghaensis
GCA_000743715.1_ASM74371v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Palleronia;s__Palleronia rufa
GCA_000744435.1_ASM74443v1_genomic	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea jasoniae
GCA_000745975.1_ASM74597v1_genomic	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter vibrioformis
GCA_000746255.1_ASM74625v1_genomic	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium hydrogeniphilum
GCA_000746275.1_ASM74627v1_genomic	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Thermopetrobacter;s__Thermopetrobacter sp000746275
GCA_000746845.1_ASM74684v1_genomic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Altibacter;s__Altibacter lentus
GCA_000747665.1_ASM74766v1_genomic	d__Bacteria;p__Bacillota_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacterium;s__Thermoanaerobacterium saccharolyticum_A
GCA_000750005.1_ASM75000v1_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Geobacillus;s__Geobacillus icigianus
GCA_000753735.1_ASM75373v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudidiomarina;s__Pseudidiomarina atlantica
GCA_000753795.1_ASM75379v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella mangrovi
GCA_000753855.1_ASM75385v1_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoactinomyces;s__Thermoactinomyces vulgaris
GCA_000754095.2_ASM75409v2_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DSM-5130;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter prosperus
GCA_000755705.1_ASM75570v1_genomic	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Izemoplasmatales;f__Izemoplasmataceae;g__Xianfuyuplasma;s__Xianfuyuplasma sp000755705
GCA_000756305.1_ASM75630v1_genomic	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Myxosarcina;s__Myxosarcina sp000756305
GCA_000756615.1_ASM75661v1_genomic	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus durus
GCA_000756655.1_ASM75665v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax jadensis
GCA_000756665.1_ASM75666v1_genomic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax nanhaiticus
