accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	domain	phylum	class	order	family	genus	species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_002155425.1	0	100	0.1	Specific	99.48	1.02	569	o__Sphingomonadales (UID3310)	293	0	3100590	91.9434056651863	11	2233181	66.2216760702919	3372281	RS_GCF_002155425.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter donghaensis	type strain of species	LPSN	f	3	3	911943	911943	376237	1	2769	NZ_MUYG01000008.1	376237	1	109	NZ_MUYG01000008.1	2772	4968	0	99.062	LJHV01000014.18948.21745	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Porphyrobacter sp. AAP60	306571	306571	t	f	f	464867	464867	Contig	ASM215542v1	na	PRJNA224116	SAMN06251561	11	464867	Pacific Ocean: Sea of Japan	2017-05-22	GCA_002155425.1	none	full	na	sea water	none	0	1	Erythrobacter donghaensis	3131	representative genome	3	none	none	none	none	none	2017/05/22	0	267135	1	DSM 16220	Second Institute of Oceanography, State Oceanic Administration	267135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter donghaensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;s__Erythrobacter donghaensis	0	3372281	11	45	assembly from type material	3372281	0	MUYG00000000.1	3160	11	376237	1	none	none	none	none	none	none	1482	NZ_MUYG01000008.1	1482	2693	0	99.46	CP017113.2920785.2922272	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Porphyrobacter sp. LM 6	0	19	44	0
RS_GCF_009827305.1	0	99.93	0.17	Specific	99.43	2.35	569	o__Sphingomonadales (UID3310)	293	0	3505985	90.3772091728362	9	2457368	63.3463083165346	3879280	RS_GCF_009827305.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium xixiisoli	type strain of species	LPSN	f	2	2	1905001	1905001	5771	1	2786	NZ_WTYJ01000007.1	5771	1	110	NZ_WTYJ01000007.1	2792	4508	0	95.917	AP018498.1211060.1213865	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium;Altererythrobacter sp. B11	431028	554182	t	f	f	997747	997747	Scaffold	ASM982730v1	na	PRJNA224116	SAMN13631588	9	997747	China: Hangzhou	2020-01-02	GCA_009827305.1	none	full	na	soil [ENVO:00001998]	30.26 N 120.04 E	0	0	Croceibacterium xixiisoli	none	representative genome	3	7	2	997747	465183	332744	2020/01/02	2	1476466	1	S36	Zhejiang Sci-Tech University	1476466	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceibacterium;s__Croceibacterium xixiisoli	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceibacterium;s__Croceibacterium xixiisoli	20	3879280	11	48	assembly from type material	3879260	0	WTYJ00000000.1	3615	7	5771	1	none	none	none	none	none	none	1482	NZ_WTYJ01000007.1	1444	2662	0	99.931	KJ150597.1.1447	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium;Altererythrobacter xixiisoli	20	19	48	0
RS_GCF_003815535.1	0	99.97	0.02	Specific	99.76	0.34	569	o__Sphingomonadales (UID3310)	293	0	2638796	92.3995090787172	2	1870785	65.5070022812783	2855855	RS_GCF_003815535.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Aurantiacibacter_B	Aurantiacibacter_B spongiae	type strain of species	LPSN	f	1	1	2847857	2847857	2847857	1	2765	NZ_RPFZ01000001.1	2847857	1	110	NZ_RPFZ01000001.1	2766	4580	0	96.565	LBHB01000002.976973.979777	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Paraurantiacibacter;Erythrobacter luteus	1427927	1427927	t	f	f	2847857	2847857	Contig	ASM381553v1	na	PRJNA224116	SAMN10434210	2	2847857	China: Yangpu Bay; Hainan	2018-11-24	GCA_003815535.1	none	full	na	none	19.68 N 109.1 E	0	1	Aurantiacibacter spongiae	none	representative genome	3	none	none	none	none	none	2018/11/24	0	2488860	1	HN-E23	Xiamen Medical College	2488860	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__Aurantiacibacter spongiae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__Aurantiacibacter spongiae	0	2855855	11	45	assembly from type material	2855855	0	RPFZ00000000.1	2764	2	2847857	1	none	none	none	none	none	none	1484	NZ_RPFZ01000001.1	1484	2741	0	100	MG655147.1.1495	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;Erythrobacter sp.	0	19	45	0
RS_GCF_000152865.1	0	100	0.06	Specific	98.95	0	569	o__Sphingomonadales (UID3310)	293	0	3002083	91.9143903277628	4	1990947	60.9720072543614	3266173	RS_GCF_000152865.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp000152865	not type material	none	f	1	1	1681746	3265065	3265065	1	2767	NZ_CH672390.1	3265065	1	110	NZ_CH672390.1	2767	5110	0	100	AAMW01000002.1129176.1131966	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. NAP1	816336	1633086	t	f	f	1681746	3265065	Scaffold	ASM15286v1	na	PRJNA224116	SAMN02436135	4	1681746	none	2006-04-07	GCA_000152865.1	none	full	na	none	none	0	1	Erythrobacter sp. NAP1	3109	na	3	2	1	3265065	3265065	3265065	2006/04/07	2	237727	1	NAP1	The Gordon and Betty Moore Foundation Marine Microbiology Initiative	237727	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. NAP1	827	3266173	11	43	na	3265346	0	AAMW00000000.1	3130	2	3265065	1	1481	2736	0	100	145698	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	1482	NZ_CH672390.1	1482	2737	0	100	AAMW01000002.1127089.1128582	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;Erythrobacter sp. NAP1	827	19	43	0
RS_GCF_040676365.1	0	99.99	1.03	Specific	99.83	0.57	569	o__Sphingomonadales (UID3310)	293	0	4206224	89.5846081137694	74	2972751	63.3139683846643	4695253	RS_GCF_040676365.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp040676365	not type material	none	f	3	3	1047191	1047191	5398	1	2778	NZ_JBEGHS010000018.1	5398	3	110	NZ_JBEGHS010000018.1	2782	4839	0	98.131	CP005084.119324.122143	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. TKS	63449	63449	t	f	f	572320	572320	Contig	ASM4067636v1	na	PRJNA224116	SAMN37150064	74	572320	none	2024-07-12	GCA_040676365.1	none	full	na	none	none	0	0	Sphingobium sp. LMA1-1-1.1	none	na	5	none	none	none	none	none	2024/07/12	0	3135238	1	LMA1-1-1.1	Interfaculty Research Collaboration “One Health” of the University of Bern	3135238	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;x__unclassified Sphingobium;s__Sphingobium sp. LMA1-1-1.1	0	4695253	11	51	na	4695253	0	JBEGHS000000000.1	4408	74	5398	1	none	none	none	none	none	none	1484	NZ_JBEGHS010000018.1	1445	2641	0	99.654	KR996770.1.1448	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;bacterium enrichment culture	0	19	51	0
RS_GCF_003264115.1	0	99.98	0.03	Specific	99.82	0.34	569	o__Sphingomonadales (UID3310)	293	0	3036332	91.6968464082685	1	2012395	60.7740771522243	3311272	RS_GCF_003264115.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp003264115	not type material	none	f	1	1	3311272	3311272	3311272	1	2767	NZ_CP021912.1	3311272	1	110	NZ_CP021912.1	2767	5110	0	100	CP021912.975362.978159	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. KY5	3311272	3311272	t	f	f	3311272	3311272	Complete Genome	ASM326411v1	na	PRJNA224116	SAMN07224594	none	none	Japan: Chiba	2018-06-25	GCA_003264115.1	none	full	na	Water	35.734639 N 140.826778 E	1	0	Erythrobacter sp. KY5	3087	na	3	1	1	3311272	3311272	3311272	2018/06/25	0	2011159	1	KY5	The University of Tokyo	2011159	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. KY5	0	3311272	11	43	na	3311272	0	na	3114	1	3311272	1	1482	2704	0	99.595	145698	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	1483	NZ_CP021912.1	1483	2739	0	100	CP021912.973281.974774	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;Erythrobacter sp. KY5	0	19	43	0
RS_GCF_001598415.1	0	100	0.42	Specific	99.57	3.69	569	o__Sphingomonadales (UID3310)	293	8.7	4727179	90.4138894345224	108	3391062	64.8587888746355	5228377	RS_GCF_001598415.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas mali	type strain of species	LPSN	f	14	14	459968	459968	67480	1	2760	NZ_BCYX01000023.1	67480	1	110	NZ_BCYX01000023.1	2760	5097	0	100	BCYX01000023.11933.14714	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mali NBRC 15500	48410	48410	t	f	f	116731	116731	Contig	ASM159841v1	na	PRJNA224116	SAMD00046754	108	116731	none	2016-03-11	GCA_001598415.1	none	full	na	none	none	0	0	Sphingomonas mali NBRC 15500	4766	representative genome	3	none	none	none	none	none	2016/03/11	0	40682	1	NBRC 15500	National Institute of Technology and Evaluation	1219048	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas mali	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas mali;x__Sphingomonas mali NBRC 15500	0	5228377	11	45	assembly from type material	5228377	0	BCYX00000000.1	4809	108	67480	1	1442	2649	0	99.723	6244	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	1484	NZ_BCYX01000023.1	1442	2649	0	99.723	Y09638.1.1442	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mali	0	19	45	0
RS_GCF_009755815.1	0	99.04	3.03	General	98.64	0.23	337	c__Alphaproteobacteria (UID3305)	221	0	6147821	89.1108010856528	39	4495219	65.1568362425398	6899075	RS_GCF_009755815.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_M	Sphingomonas_M formosensis	type strain of species	LPSN	f	5	5	1243671	1243671	3174	2	2769	NZ_WRPK01000028.1	3174	2	110	NZ_WRPK01000028.1	2772	4523	0	96.14	ASTM01000236.1249.4041	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Sphingomonas sp. YL-JM2C	176899	176899	t	f	f	503530	503530	Contig	ASM975581v1	na	PRJNA224116	SAMN13404025	39	503530	none	2019-12-16	GCA_009755815.1	none	full	na	none	none	0	0	Sphingomonas formosensis	none	representative genome	9	none	none	none	none	none	2019/12/16	0	861534	5	CC-Nfb-2	Shanghai Jiao Tong University	861534	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas formosensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas formosensis	0	6899075	11	46	assembly from type material	6899075	0	WRPK00000000.1	6318	39	1593	1	none	none	none	none	none	none	1484	NZ_WRPK01000034.1	1477	2712	0	99.797	HM193517.1.1478	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas formosensis	0	19	47	0
RS_GCF_027912455.1	0	99.99	0.07	Specific	99.76	1.38	569	o__Sphingomonadales (UID3310)	293	0	2754877	92.7402205194963	1	1806405	60.8108449297449	2970531	RS_GCF_027912455.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Aurantiacibacter	Aurantiacibacter sp027912455	not type material	none	f	1	1	2970531	2970531	2970531	1	2766	NZ_CP115446.1	2970531	1	110	NZ_CP115446.1	2787	4591	0	96.555	CP018097.1129523.1132337	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;Erythrobacter gangjinensis	2970531	2970531	t	f	f	2970531	2970531	Complete Genome	ASM2791245v1	na	PRJNA224116	SAMN32183293	none	none	South Korea: muui island	2023-01-18	GCA_027912455.1	none	full	na	tidal flat	none	1	1	Aurantiacibacter sp. MUD61	none	na	3	1	1	2970531	2970531	2970531	2023/01/18	0	3009083	1	MUD61	eGnome	3009083	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;x__unclassified Aurantiacibacter;s__Aurantiacibacter sp. MUD61	0	2970531	11	43	na	2970531	0	na	2824	1	2970531	1	none	none	none	none	none	none	1484	NZ_CP115446.1	1479	2615	0	98.58	JF769671.1.1479	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;uncultured bacterium	0	19	45	0
RS_GCF_004340945.1	0	100	0.21	Specific	99.66	0.35	569	o__Sphingomonadales (UID3310)	293	0	3997993	87.8029073838026	24	2958269	64.9687528275748	4553372	RS_GCF_004340945.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp004340945	not type material	none	f	4	4	933402	933402	6003	1	2774	NZ_SLYD01000017.1	6003	1	110	NZ_SLYD01000017.1	2774	5107	0	99.892	LMPX01000001.1604262.1607065	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Leaf198	189723	189723	t	f	f	565552	565552	Contig	ASM434094v1	na	PRJNA224116	SAMN08779464	24	565552	none	2019-03-11	GCA_004340945.1	none	full	na	none	none	0	0	Sphingomonas sp. PP-F2F-A104-K0414	none	na	3	none	none	none	none	none	2019/03/11	0	2135661	1	PP-F2F-A104-K0414	DOE Joint Genome Institute	2135661	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. PP-F2F-A104-K0414	0	4553372	11	51	na	4553372	0	SLYD00000000.1	4104	24	6003	1	none	none	none	none	none	none	1484	NZ_SLYD01000017.1	1481	2678	0	99.325	FJ464980.1.1481	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. DR1	0	19	51	0
RS_GCF_028463845.1	0	100	0.03	General	99.91	0	349	c__Alphaproteobacteria (UID3305)	230	0	3299720	91.865995672466	1	2185267	60.840713138652	3591884	RS_GCF_028463845.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae	Gimibacter	Gimibacter soli	type strain of species	LPSN	t	1	1	3591784	3591884	3591884	1	2725	NZ_CP116805.1	3591884	1	110	NZ_CP116805.1	2730	3958	0	92.894	LRUB01000036.354830.357572	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas lipolytica	3591784	3591884	t	f	f	3591784	3591884	Chromosome	ASM2846384v1	na	PRJNA224116	SAMN32765976	1	3591784	China: Zhuhai	2023-02-05	GCA_028463845.1	none	full	na	mangrove soil	none	1	1	Gimibacter soli	none	representative genome	3	1	1	3591884	3591884	3591884	2023/02/05	1	3024400	1	6D33	Guangdong Academy of Sciences	3024400	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kordiimonadales;f__Temperatibacteraceae;g__Gimibacter;s__Gimibacter soli	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kordiimonadales;f__Temperatibacteraceae;g__Gimibacter;s__Gimibacter soli	100	3591884	11	43	assembly from type material	3591784	0	na	3253	1	3591884	1	none	none	none	none	none	none	1483	NZ_CP116805.1	1489	2257	0	94.157	JF769495.1.1488	Bacteria;Pseudomonadota;Alphaproteobacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	100	19	43	0
RS_GCF_013371495.1	0	99.95	0.06	Specific	99.22	1.28	569	o__Sphingomonadales (UID3310)	293	0	2727602	92.3715313289489	34	1705289	57.7506138137731	2952860	RS_GCF_013371495.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter lutimaris_A	type strain of species	LPSN	f	1	1	2020682	2937629	2937629	1	2764	NZ_JABWTA010000001.1	2937629	1	110	NZ_JABWTA010000001.1	2771	4673	0	97.185	CP021912.975362.978159	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. KY5	86848	89480	t	f	f	2020682	2937629	Scaffold	ASM1337149v1	na	PRJNA224116	SAMN15207347	34	2020682	South Korea: Janggu-do	2020-06-23	GCA_013371495.1	none	full	na	tidal flat sediment	none	0	1	Altererythrobacter lutimaris	none	representative genome	3	33	1	2937629	2937629	2937629	2020/06/23	1	2743979	1	JGD-16	Korea University	2743979	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter lutimaris	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__Altererythrobacter lutimaris	10	2952860	11	42	assembly from type material	2952850	0	JABWTA000000000.1	2888	33	2937629	1	none	none	none	none	none	none	1483	NZ_JABWTA010000001.1	1478	2519	0	97.429	FJ545435.1.1478	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;uncultured bacterium	10	19	43	0
GB_GCA_027531395.1	0	100	0.04	Specific	99.14	0.02	569	o__Sphingomonadales (UID3310)	293	0	2944405	92.1224835233255	19	2139772	66.947689198216	3196185	GB_GCA_027531395.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp027531395	not type material	none	f	2	2	1165845	1165845	216407	1	2766	JAPZRO010000007.1	216407	1	110	JAPZRO010000007.1	2766	4964	0	99.06	LSJB01000341.5846.8636	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Porphyrobacter donghaensis	168220	168220	t	f	f	678895	678895	Contig	ASM2753139v1	na	PRJNA903891	SAMN31839975	19	678895	USA: Lake Erie	2023-01-02	GCA_027531395.1	derived from metagenome	full	LE19-196.1G	lake water	41.705 N 83.385 W	0	1	Porphyrobacter sp.	none	na	3	none	none	none	none	none	2023/01/02	0	1113	1	LE19-196.1G	University of Michigan	1113	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Porphyrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Porphyrobacter;x__unclassified Porphyrobacter;s__Porphyrobacter sp.	0	3196185	11	45	na	3196185	0	JAPZRO000000000.1	2974	19	216407	1	none	none	none	none	none	none	1482	JAPZRO010000007.1	1482	2721	0	99.798	CP017113.2920785.2922272	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Porphyrobacter sp. LM 6	0	19	45	0
RS_GCF_026427355.1	0	99.99	3.39	Specific	99.66	4.26	569	o__Sphingomonadales (UID3310)	293	21.05	4546642	88.9310726984168	5	3229363	63.1654561152115	5112546	RS_GCF_026427355.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp026427355	not type material	none	f	1	1	3555142	3555142	3555142	3	2773	NZ_CP102664.1	3555142	3	110	NZ_CP102664.1	2778	4907	0	98.596	CP005084.119324.122143	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. TKS	1022509	1022509	t	f	f	3555142	3555142	Complete Genome	ASM2642735v1	na	PRJNA224116	SAMN30184334	none	none	USA	2022-11-28	GCA_026427355.1	none	full	na	chemical plant	none	5	0	Sphingobium sp. JS3065	none	na	9	5	1	3555142	1017992	307737	2022/11/28	0	2970925	3	JS3065	Shanghai Jiao Tong University	2970925	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;x__unclassified Sphingobium;s__Sphingobium sp. JS3065	0	5112546	11	57	na	5112546	0	na	4874	5	3555142	3	none	none	none	none	none	none	1484	NZ_CP102664.1	1451	2669	0	99.862	EU072021.1.1451	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingomonas sp. F15	0	19	56	0
