Bin_id,Contig_num,Genome_size (bp),N50 (bp),GC (%),Completeness (%),Contamination (%),Group,Estimated_genome_size (bp),Gene_number,Gene_length (bp),Average_gene_length (bp),Gene_GC (%),Coding_density (%),WD40,BGC,ARG,Cas,MGE,GTDB_taxonomy (v207)
OceanDNA-a1,83,536854,10029,32.97,69.78,0,OMD_OceanDNA,769352,629,450604,716.38,33.14,83.93,0,0,0,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965
OceanDNA-a1188,36,443117,19751,30.25,59.5,0,OMD_OceanDNA,744734,541,394758,729.68,30.54,89.09,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR20;g__JAGVZC01;s__
OceanDNA-a1190,112,618695,7517,31.79,64.7,1.87,OMD_OceanDNA,938370,717,509024,709.94,32.37,82.27,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__;s__
OceanDNA-a1197,46,577833,23048,30.96,75.7,0,our_OceanDNA,763320,718,513372,715,31.46,88.84,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__PNOQ01;g__JABJPM01;s__JABJPM01 sp018663865
OceanDNA-a1198,54,540269,16931,33.53,62.15,0.93,OceanDNA,861214,646,474382,734.34,33.89,87.8,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__JABIKK01;s__
OceanDNA-a1200,58,622273,33473,32.48,66.82,0.07,our_OceanDNA,930616,744,542971,729.8,32.81,87.26,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__JABIKK01;s__JABIKK01 sp018658265
OceanDNA-a1206,140,702191,7670,33.9,70.09,1.87,OceanDNA,983107,813,577048,709.78,34.14,82.18,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__JABIKK01;s__JABIKK01 sp018655015
OceanDNA-a1273,75,775113,15705,31.98,76.56,0.47,our_OceanDNA,1007667,912,653124,716.14,32.17,84.26,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__JABICX01;g__JABICX01;s__JABICX01 sp018692915
OceanDNA-a1280,66,407839,7828,34.99,63.08,0,OMD_OceanDNA,646542,495,341624,690.15,35.28,83.76,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__JAAZWY01;s__
OceanDNA-a1288,29,458360,47233,34.99,70.09,0,our_OceanDNA,653959,573,425139,741.95,35.28,92.75,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__JAAZWY01;s__JAAZWY01 sp014240455
OceanDNA-a1300,27,418453,19903,33.31,69.16,0.93,OceanDNA,599424,520,387643,745.47,33.5,92.64,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__JAAZWY01;s__JAAZWY01 sp018698915
OceanDNA-a1301,49,364458,10524,32.5,68.69,0.54,our_OceanDNA,527719,489,318982,652.31,32.8,87.52,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__
OceanDNA-a1303,142,386466,3274,29.37,63.01,0.54,OceanDNA,610029,494,290378,587.81,29.78,75.14,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__
OceanDNA-a1305,98,439232,6980,29.91,72.9,0,OMD_OceanDNA,602513,564,356815,632.65,30.19,81.24,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215
OceanDNA-a1308,136,939974,9672,28.68,67.15,1.87,OceanDNA,1373636,1007,770385,765.03,29.39,81.96,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__
OceanDNA-a1313,261,1298310,6166,26.06,78.5,1.87,our_OceanDNA,1622970,1357,988116,728.16,27.43,76.11,0,2,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp013215525
OceanDNA-a1314,287,731839,2812,27.81,60,1.01,OceanDNA,1207412,827,496101,599.88,28.4,67.79,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__
OceanDNA-a1330,3,1028860,571675,23.41,81.54,0.93,our_OceanDNA,1250051,1074,957180,891.23,23.82,93.03,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JABGXB01;g__JABGXB01;s__JABGXB01 sp018675975
OceanDNA-a1335,214,746584,3863,33.93,62.63,0,OMD_OceanDNA,1192055,788,556411,706.11,34.4,74.53,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__;s__
OceanDNA-a1336,75,1046587,19217,36.34,81.07,1.87,OceanDNA,1266826,1231,923859,750.49,36.75,88.27,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JABIAG01;g__;s__
OceanDNA-a1358,113,1141908,13884,42.3,82.71,1.15,OMD_OceanDNA,1364740,1258,976361,776.12,42.8,85.5,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2685855;g__GCA-2685855;s__GCA-2685855 sp002685855
OceanDNA-a1361,31,1346933,78808,30.01,77.57,0,OceanDNA,1736410,1410,1242763,881.39,30.45,92.27,0,1,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2686295;g__JAHIUF01;s__
OceanDNA-a1362,52,1023069,31470,29.95,63.47,0.07,OceanDNA,1610765,1080,942562,872.74,30.34,92.13,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2686295;g__;s__
OceanDNA-a1364,164,875521,7304,35.74,82.93,1.4,our_OMD_OceanDNA,1040955,953,699531,734.03,36.3,79.9,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2687795;g__GCA-2687795;s__
OceanDNA-a1374,62,1727166,44732,26.92,80.37,0.93,OceanDNA,2129032,1817,1547571,851.72,27.51,89.6,0,1,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__JABHHN01;s__JABHHN01 sp018671515
OceanDNA-a1389,277,1206589,5696,36.09,72.36,1.01,OceanDNA,1650639,1308,963528,736.64,36.77,79.86,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__
OceanDNA-a1395,114,1414965,17432,32.88,86.45,0,OMD_OceanDNA,1636744,1499,1217580,812.26,33.56,86.05,0,1,2,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2686855;s__GCA-2686855 sp002686855
OceanDNA-a1396,49,1114848,47592,35.43,86.21,0,OMD_OceanDNA,1293177,1268,996051,785.53,36.1,89.34,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775 sp002688775
OceanDNA-a1400,130,842737,9848,36.16,78.43,2.8,OceanDNA,1044422,958,697510,728.09,37.08,82.77,0,0,2,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__JACPJP01;s__
OceanDNA-a1401,102,1011239,12786,32.99,76.87,2.8,OceanDNA,1278684,1138,879849,773.15,33.78,87.01,0,1,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__JACPJP01;s__
OceanDNA-a1413,131,824132,8042,33.79,83.2,1.87,our_OMD_OceanDNA,972020,911,693128,760.84,34.5,84.1,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__JACPJP01;s__
OceanDNA-a1417,90,840638,13422,34.46,75,0,our_OMD_OceanDNA,1120851,962,732514,761.45,35.13,87.14,0,0,2,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__JACPJP01;s__
OceanDNA-a1434,246,924321,4785,32.25,67.46,0.93,OceanDNA,1357434,1049,713645,680.31,32.32,77.21,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JABHXC01;s__JABHXC01 sp018657475
OceanDNA-a1443,261,1100236,4868,31.74,61.38,0.93,OceanDNA,1775829,1089,817508,750.7,32.33,74.3,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JABHQR01;s__
OceanDNA-a1445,223,1072057,6254,31.52,74.03,2.34,OceanDNA,1414252,1160,842953,726.68,32.08,78.63,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JABJOX01;s__JABJOX01 sp018670095
OceanDNA-a1449,409,917351,2608,31.36,57.48,0.93,OceanDNA,1581106,954,604615,633.77,31.79,65.91,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JABJOX01;s__JABJOX01 sp018664115
OceanDNA-a1455,9,1178220,197809,32.27,81.31,0,our_OceanDNA,1449047,1239,1084447,875.26,32.71,92.04,0,2,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JABJOX01;s__JABJOX01 sp018696595
OceanDNA-a1464,75,1224519,20104,34.49,77.1,0.93,OceanDNA,1573451,1289,1060916,823.05,35.18,86.64,0,1,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp018697095
OceanDNA-a1481,173,766049,5428,32.95,57.52,0.93,OMD_OceanDNA,1319410,888,598062,673.49,33.29,78.07,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JAHJDQ01;s__
OceanDNA-a1484,125,749899,7731,36.14,58.41,0.93,OceanDNA,1271914,794,600919,756.82,36.64,80.13,0,1,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAFGUC01;g__;s__
OceanDNA-a1486,6,1286849,299995,30,76.64,0,our_OceanDNA,1679083,1187,1139150,959.69,30.98,88.52,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01 sp018675335
OceanDNA-a1493,621,1764809,3439,29.81,69.16,0.54,OceanDNA,2537997,1668,1204434,722.08,30.57,68.25,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABJCP01;s__JABJCP01 sp018668595
OceanDNA-a1495,329,1013047,4081,37.06,68.69,1.87,OMD_OceanDNA,1447231,1134,752101,663.23,37.49,74.24,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__
OceanDNA-a1524,246,975227,4586,42.86,80.47,0.93,our_OceanDNA,1200643,976,771418,790.39,43.04,79.1,0,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1536,274,1099823,4684,39.51,69.28,2,OceanDNA,1555754,1063,873797,822.01,39.6,79.45,0,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1541,120,1148579,14869,35.59,86.93,0,our_OMD_OceanDNA,1321269,1141,1031810,904.3,35.67,89.83,1,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1560,111,1166859,16720,36.37,93.2,0.8,our_OMD_OceanDNA,1241979,1151,1028396,893.48,36.46,88.13,0,1,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1565,201,1144277,7837,35.64,81.73,1.93,OMD_OceanDNA,1373048,1143,937456,820.17,35.68,81.93,1,1,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1585,109,972694,11009,35.07,76.51,0.4,OceanDNA,1266244,951,824850,867.35,35.11,84.8,1,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1588,348,1171930,4568,37.25,85.31,2.52,our_OMD_OceanDNA,1339113,1148,872167,759.73,37.26,74.42,1,1,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1589,338,852201,2567,37.37,67.63,2.46,OceanDNA,1229095,856,581492,679.31,37.37,68.23,0,1,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1590,181,903417,5491,37.28,69.96,2.86,OceanDNA,1254401,892,724897,812.66,37.35,80.24,0,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1595,224,1200540,7344,36.21,80.4,3.79,OMD_OceanDNA,1436616,1193,1007359,844.39,36.24,83.91,0,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1598,187,1014796,6765,35.17,73.2,3.44,OceanDNA,1338643,996,857457,860.9,35.25,84.5,0,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1599,255,1033702,5296,37.03,68.68,2.06,OceanDNA,1474094,1005,789629,785.7,37.06,76.39,0,1,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1600,402,999291,2915,37.08,72.12,2.8,OceanDNA,1346798,989,676741,684.27,37.3,67.72,0,1,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1601,301,1222213,5893,36.42,83.54,3.54,OceanDNA,1411236,1181,933760,790.65,36.51,76.4,0,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1621,394,916083,2620,37.28,65.23,1.64,OceanDNA,1381357,896,604610,674.79,37.5,66,0,1,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1622,329,1014972,3871,37.47,62.95,0.8,OceanDNA,1599448,988,747446,756.52,37.45,73.64,0,1,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1635,276,891725,3560,37.14,63.69,2.44,OceanDNA,1365940,935,658282,704.04,37.16,73.82,0,1,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__
OceanDNA-a1688,226,817537,4205,36.42,63.28,1.4,OMD_OceanDNA,1273849,786,619232,787.83,36.44,75.74,0,1,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp001875365
OceanDNA-a1730,227,629003,2781,57.69,59.39,0,OceanDNA,1059106,649,470595,725.11,57.9,74.82,0,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__
OceanDNA-a1744,140,1001305,10043,63.51,81.06,0.96,our_OceanDNA,1223405,1020,885841,868.47,63.82,88.47,4,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__
OceanDNA-a1752,91,1061073,19985,56.59,87.2,1.6,our_OceanDNA,1197358,1047,972167,928.53,56.71,91.62,2,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp002687355
OceanDNA-a1794,93,951203,14993,37.26,85.17,0.53,OceanDNA,1110910,939,863275,919.36,37.32,90.76,0,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA102;s__
OceanDNA-a1795,162,629448,4436,38.91,59.51,0.4,OceanDNA,1053487,603,490394,813.26,39.11,77.91,0,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA102;s__
OceanDNA-a1796,65,1027465,36488,37.48,90.4,0,OceanDNA,1136576,1013,946981,934.83,37.52,92.17,1,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA102;s__UBA102 sp001875425
OceanDNA-a1799,73,1002163,23521,37.38,89.28,0,OMD_OceanDNA,1122494,987,905086,917.01,37.37,90.31,0,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA102;s__UBA102 sp002509225
OceanDNA-a1805,239,1747382,9959,43.34,80.53,1.11,OceanDNA,2145767,1488,1454184,977.27,43.26,83.22,1,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__
OceanDNA-a1808,62,1842871,52508,60.37,83.2,0,our_OceanDNA,2214989,1600,1724192,1077.62,60.42,93.56,1,2,2,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__
OceanDNA-a1816,187,2153154,22373,42.99,82.53,0.06,our_OceanDNA,2607370,1715,1846149,1076.47,43.1,85.74,0,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__PSPT01;s__PSPT01 sp018649825
OceanDNA-a1820,349,1324711,4344,35.65,62.03,0,OceanDNA,2135597,1140,954351,837.15,35.68,72.04,0,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__
OceanDNA-a1821,36,1674270,78615,35.66,81.33,0,our_OceanDNA,2058613,1400,1575158,1125.11,35.64,94.08,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__
OceanDNA-a1822,576,1310855,2499,34.6,61.72,0.56,OceanDNA,2111980,1192,819881,687.82,34.57,62.55,0,0,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__
OceanDNA-a1825,104,1255565,13125,34.88,70.12,1.2,OceanDNA,1769108,1051,1106357,1052.67,34.82,88.12,0,1,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__
OceanDNA-a1826,350,1478140,4971,34.44,70.8,2.67,OMD_OceanDNA,2032025,1256,1115653,888.26,34.38,75.48,0,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__
OceanDNA-a1828,165,1661879,14767,34.39,77.73,0,OMD_OceanDNA,2138015,1421,1422556,1001.1,34.4,85.6,1,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002498205
OceanDNA-a1838,286,1672213,7844,34.92,80.02,0.06,OMD_OceanDNA,2088490,1423,1365516,959.6,34.95,81.66,1,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002692465
OceanDNA-a1840,125,1577388,24080,34.49,80.93,1.6,OMD_OceanDNA,1917892,1352,1383893,1023.59,34.49,87.73,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002696315
OceanDNA-a1842,102,1731371,30094,34.66,83.6,0,our_OMD_OceanDNA,2071018,1492,1577312,1057.18,34.63,91.1,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002699515
OceanDNA-a1847,104,1652164,23978,34.67,76.53,0.06,OMD_OceanDNA,2157550,1410,1491184,1057.58,34.64,90.26,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002720275
OceanDNA-a1848,150,1802985,17674,42.02,87.84,0,OMD_OceanDNA,2052579,1545,1597586,1034.04,41.97,88.61,0,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1849,197,1779662,14753,41.07,80.93,0,OceanDNA,2199014,1463,1540032,1052.65,40.95,86.54,1,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1852,244,1422104,7189,41.72,72.5,0.8,OceanDNA,1945831,1286,1164869,905.81,41.75,81.91,2,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1855,266,1802644,9116,44.39,83.81,0.96,OceanDNA,2130221,1608,1528356,950.47,44.43,84.78,0,4,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1857,408,1578219,4441,44.5,65.47,0.92,OceanDNA,2388421,1338,1163531,869.6,44.49,73.72,0,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1859,188,1733258,15194,45.03,76.4,3.39,OceanDNA,2191755,1469,1500134,1021.19,45.04,86.55,1,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1860,437,1211241,2931,44.94,63.68,1.28,OceanDNA,1877728,1115,835017,748.89,44.92,68.94,0,3,2,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1861,269,1548434,7701,44.12,64.02,0,OMD_OceanDNA,2418672,1267,1276489,1007.49,44.15,82.44,1,5,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1864,109,1570288,26580,43.91,72.54,1.2,OceanDNA,2138744,1337,1418385,1060.87,43.86,90.33,1,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1865,606,1483858,2829,45.1,54.73,0,OceanDNA,2711233,1230,985177,800.96,44.95,66.39,1,3,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1870,239,1839795,10955,44.97,83.02,0.86,our_OceanDNA,2197028,1582,1570612,992.8,44.95,85.37,0,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1873,547,1712672,3852,43.67,73.37,4.4,OceanDNA,2231586,1479,1191381,805.53,43.54,69.56,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1874,507,1297262,3081,44.1,57.93,0,OceanDNA,2239361,1080,885030,819.47,43.93,68.22,1,2,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1879,186,1761689,12710,43.87,80.76,1.97,OMD_OceanDNA,2138415,1528,1522304,996.27,43.82,86.41,0,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1881,96,1681285,21274,43.13,72.67,0.13,OceanDNA,2310581,1425,1530863,1074.29,43.12,91.05,0,4,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1891,336,1351754,4493,43.99,63.94,0.86,OceanDNA,2095916,1126,1010297,897.24,43.97,74.74,1,3,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1899,79,1788230,41165,42.97,86.53,0,our_OMD_OceanDNA,2066601,1532,1633492,1066.25,42.92,91.35,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp003602415
OceanDNA-a1902,148,1707696,21746,43.04,75.73,0.84,OMD_OceanDNA,2236038,1469,1512982,1029.94,43.03,88.6,1,3,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
OceanDNA-a1909,388,1817372,6336,43.25,78.56,0.8,OMD_OceanDNA,2294849,1578,1436448,910.3,43.27,79.04,2,2,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__
